return_id,order_id,customer_id,prediction_time,product_category,payment_method,return_reason,order_value,return_value,product_price,discount_pct,customer_account_age_days,orders_7d,orders_30d,orders_90d,returns_7d,returns_30d,returns_90d,return_rate_30d,return_rate_90d,refund_amount_30d,refund_amount_90d,hours_to_return,return_value_ratio,same_product_returns_90d,same_category_returns_90d,velocity_24h,velocity_7d,device_linked_accounts,address_linked_accounts,device_return_rate_90d,address_return_rate_90d,high_value_flag,abusive_return,merchant_loss
R002420,O022724,C03197,2025-04-30 04:57:48.548945898,electronics,card,wrong_item,8659.97,8659.97,10611.73,18.39,119,1,2,3,0,0,0,0.0,0.0,0.0,0.0,4.963485818055555,1.0,0,0,0,1,1,1,0.0,0.0,1,0,112.76
R002290,O021594,C00390,2025-04-30 06:48:17.441625049,fashion,upi,damaged,6627.35,6627.35,6821.46,2.85,119,0,1,1,0,0,0,0.0,0.0,0.0,0.0,78.80484489583333,1.0,0,0,0,0,1,1,0.0,0.0,0,0,94.83
R002374,O022299,C08606,2025-04-30 06:50:39.501074486,electronics,card,wrong_item,7420.01,7420.01,9423.78,21.26,119,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,924.42,30.84430585388889,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,333.06
R002310,O021752,C01815,2025-04-30 07:35:16.140637932,electronics,card,not_as_described,4364.46,4364.46,5225.47,16.48,119,1,1,2,0,0,0,0.0,0.0,0.0,0.0,79.58781684361111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,106.77
R002361,O022240,C08079,2025-04-30 07:47:42.349266996,fashion,card,not_as_described,4058.16,4058.16,1823.05,3.27,119,1,1,4,0,0,0,0.0,0.0,0.0,0.0,7.795097018333333,1.0,0,0,0,1,1,1,0.0,0.0,0,0,231.35
R002411,O022659,C07422,2025-04-30 08:36:48.302229873,grocery,upi,not_as_described,1579.94,1579.94,2129.18,25.8,119,1,1,1,0,0,0,0.0,0.0,0.0,0.0,8.613417285833334,1.0,0,0,0,1,1,1,0.0,0.0,0,0,21.56
R002327,O021925,C09732,2025-04-30 10:16:30.559603468,beauty,upi,damaged,9445.04,9445.04,4267.4,7.33,119,2,2,2,0,0,0,0.0,0.0,0.0,0.0,34.275155445277775,1.0,0,0,1,2,5,5,0.16666666666666666,0.16666666666666666,1,0,296.18
R002070,O019484,C03004,2025-04-30 10:52:32.422510416,fashion,upi,wrong_item,857.0,857.0,1048.53,18.27,98,0,1,3,0,0,0,0.0,0.0,0.0,0.0,346.8756729194444,1.0,0,0,0,0,1,1,0.0,0.0,0,0,71.6
R002349,O022129,C08580,2025-04-30 12:30:39.358938686,sports,card,damaged,1287.55,1287.55,1570.87,18.04,80,2,3,4,0,0,0,0.0,0.0,0.0,0.0,12.510933038333333,1.0,0,0,0,2,1,1,0.0,0.0,0,0,126.98
R002312,O021791,C03469,2025-04-30 13:41:20.088345692,fashion,upi,changed_mind,1754.14,1754.14,2095.59,16.29,119,1,1,1,0,0,0,0.0,0.0,0.0,0.0,61.68891342916667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,103.59
R002320,O021857,C08942,2025-04-30 16:18:06.736022366,fashion,upi,not_as_described,762.69,762.69,925.39,17.58,119,1,2,2,0,0,0,0.0,0.0,0.0,0.0,88.30187111722223,1.0,0,0,0,1,1,1,0.0,0.0,0,0,137.73
R002353,O022153,C00917,2025-04-30 16:44:25.728351259,beauty,card,size_fit,963.89,963.89,1141.41,15.55,119,1,2,3,0,1,1,0.5,0.3333333333333333,9912.32,9912.32,88.7404800975,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,67.28
R002364,O022251,C03534,2025-04-30 21:21:10.236363292,beauty,card,not_as_described,657.24,657.24,804.36,18.29,119,1,2,3,0,0,0,0.0,0.0,0.0,0.0,21.35284343416667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,34.64
R002210,O020782,C08897,2025-04-30 22:15:50.440046558,home,card,size_fit,921.88,921.88,1244.96,25.95,119,1,2,2,0,0,0,0.0,0.0,0.0,0.0,166.26401112388888,1.0,0,0,1,1,1,1,0.0,0.0,0,0,71.75
R002337,O022008,C03198,2025-04-30 22:55:13.179037839,beauty,upi,size_fit,479.42,479.42,559.65,14.34,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,70.92032751027777,1.0,0,0,0,1,1,1,0.0,0.0,0,0,74.09
R002203,O020749,C03951,2025-05-01 01:33:17.418858332,fashion,card,changed_mind,9010.42,9010.42,9476.5,4.92,120,0,3,5,0,1,1,0.3333333333333333,0.2,1194.53,1194.53,193.55483857166666,1.0,0,1,0,0,1,1,0.2,0.2,1,0,424.49
R002397,O022513,C07160,2025-05-01 02:57:05.457918078,fashion,upi,damaged,6663.47,6663.47,7191.0,7.34,1,1,1,5,0,0,0,0.0,0.0,0.0,0.0,26.951516088333335,1.0,0,0,0,1,1,1,0.0,0.0,0,0,393.26
R002373,O022297,C05563,2025-05-01 03:30:08.644580564,home,upi,damaged,1480.54,1480.54,1729.71,14.41,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,3.5024012722222224,1.0,0,0,0,1,1,1,0.0,0.0,0,0,118.63
R002324,O021900,C04420,2025-05-01 03:34:10.788693160,grocery,card,changed_mind,1108.82,1108.82,1315.09,15.68,120,1,2,2,0,0,0,0.0,0.0,0.0,0.0,51.569663525833334,1.0,0,0,0,1,1,1,0.0,0.0,0,0,56.56
R002385,O022429,C03941,2025-05-01 04:02:33.363872048,electronics,wallet,changed_mind,9963.29,9963.29,11646.44,14.45,120,1,2,2,0,0,0,0.0,0.0,0.0,0.0,28.042601075555556,1.0,0,0,0,1,1,1,0.0,0.0,1,0,428.16
R002242,O021078,C09491,2025-05-01 05:01:05.935262811,electronics,cod,changed_mind,10015.83,10015.83,11239.26,10.89,120,0,2,2,0,0,0,0.0,0.0,0.0,0.0,221.01831535055555,1.0,0,0,0,0,1,1,0.0,0.0,1,0,600.0
R002430,O022874,C08155,2025-05-01 05:19:50.294764707,electronics,upi,wrong_item,16453.82,16453.82,18932.42,13.09,120,1,1,1,0,0,0,0.0,0.0,0.0,0.0,5.330637434444444,1.0,0,0,0,1,1,1,0.0,0.0,1,0,600.0
R002382,O022406,C05980,2025-05-01 06:26:15.020679109,beauty,upi,size_fit,677.69,677.69,755.16,10.26,120,1,2,3,0,0,1,0.0,0.3333333333333333,0.0,1686.57,30.437505744166664,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,94.36
R002417,O022705,C00612,2025-05-01 07:02:33.909534506,fashion,card,size_fit,1255.1,1255.1,1497.12,16.17,1,1,1,2,0,0,0,0.0,0.0,0.0,0.0,31.042752648333334,1.0,0,0,0,1,1,1,0.0,0.0,0,0,133.48
R002335,O021989,C05857,2025-05-01 07:19:12.846729496,electronics,upi,size_fit,19631.68,19631.68,23001.54,14.65,120,1,2,6,0,0,1,0.0,0.16666666666666666,0.0,462.28,31.320235202499997,1.0,0,0,0,1,1,1,0.16666666666666666,0.16666666666666666,1,0,600.0
R002412,O022668,C06735,2025-05-01 08:12:33.291304812,fashion,upi,changed_mind,892.0,892.0,1234.66,27.75,120,1,2,3,0,1,2,0.5,0.6666666666666666,11185.42,14304.41,32.20924758444444,1.0,0,0,0,1,1,1,0.6666666666666666,0.6666666666666666,0,0,41.11
R002354,O022181,C00219,2025-05-01 09:01:04.630006228,sports,upi,not_as_described,2429.52,2429.52,2624.81,7.44,1,1,1,2,0,0,0,0.0,0.0,0.0,0.0,33.01795277944445,1.0,0,0,0,1,1,1,0.0,0.0,0,0,83.2
R002375,O022300,C06288,2025-05-01 13:53:23.027319808,sports,cod,size_fit,1700.45,1700.45,1903.66,10.68,120,1,2,2,0,0,0,0.0,0.0,0.0,0.0,13.889729810833334,1.0,0,0,0,1,1,1,0.0,0.0,0,0,112.68
R002317,O021826,C01558,2025-05-01 15:00:49.914040820,home,card,damaged,1858.18,1858.18,2211.67,15.98,120,1,1,1,0,0,0,0.0,0.0,0.0,0.0,111.01386501111111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,122.26
R002333,O021977,C03300,2025-05-01 18:12:14.366663204,electronics,card,not_as_described,3926.31,3926.31,5002.26,21.51,120,1,1,1,0,0,0,0.0,0.0,0.0,0.0,42.20399073972222,1.0,0,0,0,1,1,1,0.0,0.0,0,0,168.86
R002378,O022367,C09664,2025-05-01 18:57:52.217691426,sports,card,damaged,1017.92,1017.92,1544.83,34.11,120,1,3,3,0,1,1,0.3333333333333333,0.3333333333333333,3040.97,3040.97,18.964504914166668,1.0,0,0,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,44.89
R002332,O021969,C08471,2025-05-01 19:17:20.280328274,home,card,changed_mind,6826.94,6826.94,8321.09,17.96,120,1,1,1,0,0,0,0.0,0.0,0.0,0.0,139.28896675777779,1.0,0,0,0,1,1,1,0.0,0.0,0,0,405.18
R002250,O021162,C02111,2025-05-01 19:22:49.482671574,sports,upi,damaged,2840.86,2840.86,3257.21,12.78,120,0,1,2,0,0,0,0.0,0.0,0.0,0.0,163.38041185305553,1.0,0,0,0,0,1,1,0.0,0.0,0,0,68.75
R002293,O021606,C06460,2025-05-01 20:18:34.861984938,grocery,upi,not_as_described,1262.55,1262.55,1314.62,3.96,1,0,1,2,0,0,0,0.0,0.0,0.0,0.0,92.30968388444445,1.0,0,0,0,0,1,1,0.0,0.0,0,0,83.05
R002346,O022107,C05074,2025-05-01 20:22:30.154833645,electronics,card,changed_mind,4160.32,4160.32,4359.88,4.58,1,1,2,3,0,0,0,0.0,0.0,0.0,0.0,20.375043009166664,1.0,0,0,0,1,1,1,0.0,0.0,0,0,133.02
R002352,O022147,C09310,2025-05-01 21:31:18.957809258,electronics,card,damaged,25365.73,25365.73,29600.86,14.31,120,1,2,2,0,0,0,0.0,0.0,0.0,0.0,45.52193272472223,1.0,0,0,0,1,1,1,0.0,0.0,1,0,214.85
R002370,O022271,C02596,2025-05-01 22:50:52.612319011,fashion,upi,changed_mind,2408.92,2408.92,2626.17,8.27,120,1,2,3,0,0,0,0.0,0.0,0.0,0.0,22.847947866388893,1.0,0,0,0,1,1,1,0.0,0.0,0,0,197.02
R002433,O022901,C01948,2025-05-02 00:44:11.470126074,beauty,card,not_as_described,1001.76,1001.76,1121.21,10.65,121,1,1,3,0,0,0,0.0,0.0,0.0,0.0,24.736519479444443,1.0,0,0,0,1,1,1,0.0,0.0,0,0,94.78
R002357,O022225,C02538,2025-05-02 00:51:52.451785458,beauty,upi,wrong_item,979.8,979.8,1093.17,10.37,121,1,2,2,0,0,0,0.0,0.0,0.0,0.0,96.86456994027778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,48.45
R002298,O021657,C05492,2025-05-02 02:29:31.085894068,home,cod,changed_mind,778.0,778.0,887.17,12.3,121,1,2,3,0,0,0,0.0,0.0,0.0,0.0,74.4919683038889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,114.08
R002362,O022243,C08533,2025-05-02 03:50:47.568240250,sports,card,size_fit,876.43,876.43,916.34,4.36,121,1,2,2,0,1,1,0.5,0.5,545.97,545.97,51.846546733333334,1.0,0,0,0,1,1,1,0.5,0.5,0,0,53.65
R002396,O022508,C03937,2025-05-02 04:24:23.487531476,fashion,cod,not_as_described,3352.57,3352.57,3544.46,5.41,121,1,1,2,0,0,1,0.0,0.5,0.0,26357.95,28.406524314166667,1.0,0,0,0,1,1,1,0.5,0.5,0,0,107.93
R002273,O021436,C01926,2025-05-02 04:58:39.306081367,sports,card,damaged,4285.16,4285.16,5274.67,18.76,121,0,1,3,0,0,1,0.0,0.3333333333333333,0.0,537.62,220.9775850225,1.0,0,0,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,267.67
R002296,O021641,C04988,2025-05-02 06:33:47.158217359,electronics,upi,damaged,7253.86,7253.86,9159.8,20.81,1,0,3,3,0,0,1,0.0,0.3333333333333333,0.0,10211.08,78.56309950472223,1.0,0,1,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,179.97
R002334,O021978,C03970,2025-05-02 10:53:19.767220440,fashion,card,size_fit,4323.51,4323.51,5041.66,14.24,121,0,2,3,0,0,1,0.0,0.3333333333333333,0.0,691.05,58.88882422777778,1.0,0,0,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,145.44
R002422,O022787,C07878,2025-05-02 11:21:00.440104107,grocery,cod,size_fit,844.53,844.53,754.54,0.36,121,1,1,1,0,0,0,0.0,0.0,0.0,0.0,11.350122251111111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,34.7
R002413,O022670,C03133,2025-05-02 12:05:10.229992202,home,wallet,damaged,3881.77,3881.77,4014.06,3.3,121,1,1,2,0,0,1,0.0,0.5,0.0,2332.64,12.086174997777778,1.0,0,1,0,1,1,1,0.5,0.5,0,0,223.78
R002365,O022254,C00264,2025-05-02 12:22:40.496758788,home,upi,size_fit,2293.58,2293.58,2600.19,11.79,121,1,3,3,1,1,1,0.3333333333333333,0.3333333333333333,604.18,604.18,36.37791576611111,1.0,0,0,0,2,1,1,0.3333333333333333,0.3333333333333333,0,0,131.87
R002302,O021673,C06399,2025-05-02 14:10:13.787893722,beauty,upi,not_as_described,831.58,831.58,983.11,15.41,121,1,2,2,0,0,0,0.0,0.0,0.0,0.0,158.17049663694442,1.0,0,0,0,1,1,1,0.0,0.0,0,0,119.11
R002368,O022266,C02887,2025-05-02 14:50:34.465556522,fashion,upi,not_as_described,2094.88,2094.88,2461.57,14.9,121,1,1,1,0,0,1,0.0,1.0,0.0,6531.76,38.842907098888894,1.0,0,0,0,1,1,1,1.0,1.0,0,1,1613.71
R002381,O022402,C04189,2025-05-02 16:48:37.782112838,beauty,card,size_fit,1901.26,1901.26,2030.58,6.37,121,2,2,2,0,0,0,0.0,0.0,0.0,0.0,40.81049503111111,1.0,0,0,0,2,1,1,0.0,0.0,0,0,106.6
R002416,O022704,C02805,2025-05-02 16:51:04.914698684,sports,upi,wrong_item,3003.55,3003.55,4118.64,27.07,121,1,1,6,0,0,0,0.0,0.0,0.0,0.0,16.85136519388889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,57.94
R002311,O021764,C07481,2025-05-02 17:14:11.063010588,fashion,cod,not_as_described,2801.23,2801.23,3391.29,17.4,121,0,1,2,0,0,1,0.0,0.5,0.0,10570.84,113.23640639166666,1.0,0,0,0,0,1,1,0.5,0.5,0,0,60.01
R002377,O022324,C06156,2025-05-02 18:25:27.608753154,beauty,upi,size_fit,699.69,699.69,819.94,14.67,121,1,2,5,0,0,0,0.0,0.0,0.0,0.0,18.42433576472222,1.0,0,0,0,1,1,1,0.0,0.0,0,0,12.34
R002307,O021727,C01274,2025-05-02 20:27:01.546496182,electronics,upi,not_as_described,13426.91,13426.91,17611.78,23.76,121,0,1,3,0,0,0,0.0,0.0,0.0,0.0,92.45042958222223,1.0,0,0,0,0,1,1,0.0,0.0,1,0,600.0
R002277,O021480,C02790,2025-05-02 20:34:47.240786355,fashion,upi,not_as_described,2278.43,2278.43,2422.01,5.93,121,0,1,2,0,0,0,0.0,0.0,0.0,0.0,164.57978910722224,1.0,0,0,0,0,1,1,0.0,0.0,0,0,83.7
R002427,O022857,C08423,2025-05-02 23:07:00.950404591,fashion,card,wrong_item,3298.66,3298.66,3557.71,7.28,121,1,3,4,0,1,2,0.3333333333333333,0.5,17864.14,18187.87,23.11693066777778,1.0,0,0,0,1,1,1,0.5,0.5,0,0,131.05
R002300,O021665,C07061,2025-05-02 23:52:56.977013103,sports,upi,size_fit,3420.69,3420.69,4167.72,17.92,121,0,1,4,0,0,0,0.0,0.0,0.0,0.0,95.88249361472222,1.0,0,0,0,0,1,1,0.0,0.0,0,0,233.41
R002356,O022201,C07381,2025-05-03 01:08:07.515014758,home,wallet,changed_mind,1745.05,1745.05,1921.27,9.17,122,1,1,2,0,0,0,0.0,0.0,0.0,0.0,25.135420837222224,1.0,0,0,0,1,1,1,0.0,0.0,0,0,133.79
R002393,O022486,C08449,2025-05-03 02:00:14.604088784,electronics,upi,changed_mind,44870.35,44870.35,45565.74,1.53,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,50.00405669111111,1.0,0,0,0,1,1,1,0.0,0.0,1,0,600.0
R002366,O022260,C04731,2025-05-03 02:32:05.907578913,fashion,cod,damaged,699.28,699.28,755.35,7.42,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,26.534974327222223,1.0,0,0,0,1,1,1,0.0,0.0,0,0,93.4
R002402,O022563,C09048,2025-05-03 02:35:14.506793804,sports,cod,size_fit,1490.93,1490.93,1652.99,9.8,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,26.587362998055553,1.0,0,0,0,1,5,5,0.25,0.25,0,1,1619.49
R002380,O022399,C03164,2025-05-03 03:45:01.834002270,grocery,upi,size_fit,413.42,413.42,439.33,5.9,8,1,1,3,0,0,0,0.0,0.0,0.0,0.0,51.750509445,1.0,0,0,0,1,1,1,0.0,0.0,0,0,20.73
R002424,O022804,C07584,2025-05-03 05:43:05.855613150,fashion,upi,not_as_described,3561.21,3561.21,3673.42,3.05,122,1,1,2,0,0,1,0.0,0.5,0.0,1126.49,29.718293225833335,1.0,0,0,0,1,1,1,0.5,0.5,0,0,28.84
R002386,O022434,C01484,2025-05-03 07:47:08.155508056,home,card,not_as_described,906.19,906.19,1060.24,14.53,122,2,3,5,0,0,0,0.0,0.0,0.0,0.0,103.78559875222223,1.0,0,0,1,2,1,1,0.0,0.0,0,0,15.49
R002404,O022583,C09910,2025-05-03 09:17:50.889287958,home,upi,not_as_described,3479.15,3479.15,4020.46,13.46,122,2,2,2,0,0,0,0.0,0.0,0.0,0.0,9.297469246388887,1.0,0,0,0,2,1,1,0.0,0.0,0,0,157.35
R002340,O022031,C09930,2025-05-03 09:36:39.762654058,home,upi,wrong_item,2933.34,2933.34,3768.77,22.17,122,0,1,3,0,1,1,1.0,0.3333333333333333,1630.06,1630.06,81.61104518166667,1.0,0,1,0,0,1,1,0.3333333333333333,0.3333333333333333,0,0,110.82
R002407,O022603,C05287,2025-05-03 09:48:46.514391742,grocery,cod,damaged,303.51,303.51,383.06,20.77,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,33.81292066416667,1.0,0,0,0,1,1,1,0.0,0.0,0,0,25.07
R002383,O022416,C08170,2025-05-03 10:41:12.749315164,fashion,wallet,not_as_described,589.52,589.52,679.3,13.22,122,1,1,2,0,0,1,0.0,0.5,0.0,230.99,10.686874809722223,1.0,0,0,0,1,1,1,0.5,0.5,0,0,0.0
R002446,O023093,C01006,2025-05-03 15:29:32.454658435,grocery,upi,size_fit,3926.36,3926.36,4671.95,15.96,1,1,1,5,0,0,0,0.0,0.0,0.0,0.0,15.492348516111111,1.0,0,0,0,1,1,1,0.0,0.0,0,0,196.97
R002355,O022186,C04184,2025-05-03 16:04:45.934726332,home,wallet,not_as_described,5276.08,5276.08,6053.78,12.85,122,1,3,7,0,0,2,0.0,0.2857142857142857,0.0,5549.35,88.07942631277778,1.0,0,0,0,1,1,1,0.2857142857142857,0.2857142857142857,0,0,254.67
R002414,O022684,C06666,2025-05-03 16:31:03.082123876,electronics,upi,not_as_described,33959.72,33959.72,36886.0,7.93,122,1,1,2,0,0,0,0.0,0.0,0.0,0.0,16.517522811944445,1.0,0,0,0,1,1,1,0.0,0.0,1,0,600.0
R002358,O022227,C08208,2025-05-03 18:54:36.343513324,home,wallet,changed_mind,2573.17,2573.17,3153.69,18.41,122,2,3,3,0,0,0,0.0,0.0,0.0,0.0,90.91009542027778,1.0,0,0,0,2,1,1,0.0,0.0,0,0,25.14
R002384,O022421,C05041,2025-05-03 18:57:15.812221629,fashion,upi,wrong_item,2486.44,2486.44,2614.53,4.9,57,2,2,2,0,0,0,0.0,0.0,0.0,0.0,66.95439228361111,1.0,0,0,0,2,1,1,0.0,0.0,0,0,178.11
R002408,O022608,C06560,2025-05-03 19:23:06.896262159,fashion,cod,size_fit,780.23,780.23,885.24,11.86,1,1,2,2,0,0,0,0.0,0.0,0.0,0.0,67.38524896166666,1.0,0,0,0,1,1,1,0.0,0.0,0,0,58.74
R002445,O023083,C03005,2025-05-03 22:21:51.736641544,home,upi,size_fit,1784.55,1784.55,2098.51,14.96,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,46.36437128916666,1.0,0,0,0,1,1,1,0.0,0.0,0,0,50.71
R002418,O022706,C06775,2025-05-03 22:22:48.411626894,fashion,card,not_as_described,1251.25,1251.25,1708.46,26.76,122,1,1,1,0,0,0,0.0,0.0,0.0,0.0,70.38011434055555,1.0,0,0,0,1,1,1,0.0,0.0,0,0,118.2
R002394,O022490,C06931,2025-05-03 22:38:41.234350664,fashion,wallet,wrong_item,1659.8,1659.8,2073.94,19.97,122,1,3,5,0,0,0,0.0,0.0,0.0,0.0,22.644787319444443,1.0,0,0,0,1,1,1,0.0,0.0,0,0,123.86
R002419,O022714,C07195,2025-05-03 23:13:40.990432076,electronics,upi,size_fit,5007.91,5007.91,5668.23,11.65,122,1,1,3,0,0,0,0.0,0.0,0.0,0.0,23.22805289777778,1.0,0,0,0,1,1,1,0.0,0.0,0,0,141.02
R002131,O020080,C08580,2025-05-04 00:00:00.000000000,electronics,card,wrong_item,1432.51,1432.51,2119.58,32.42,84,1,3,4,1,1,1,0.3333333333333333,0.25,1287.55,1287.55,360.0,1.0,0,0,0,2,1,1,0.25,0.25,0,0,50.15
R002391,O022477,C06037,2025-05-04 01:36:59.615373769,fashion,wallet,damaged,3900.21,3900.21,4524.93,13.81,123,1,1,1,0,0,0,0.0,0.0,0.0,0.0,25.61655982583333,1.0,0,0,0,1,1,1,0.0,0.0,0,0,199.95
R002392,O022479,C02386,2025-05-04 02:24:20.946719962,electronics,upi,size_fit,4679.12,4679.12,4402.76,15.98,123,1,1,2,0,0,0,0.0,0.0,0.0,0.0,26.405818533055555,1.0,0,0,0,1,1,1,0.0,0.0,0,0,33.02
R002369,O022267,C02298,2025-05-04 02:26:16.073754421,fashion,card,changed_mind,2726.47,2726.47,3332.18,18.18,1,0,1,1,0,0,1,0.0,1.0,0.0,509.3,50.437798265000005,1.0,0,1,0,0,1,1,1.0,1.0,0,0,208.25
R002379,O022378,C02151,2025-05-04 02:48:37.748283998,fashion,cod,not_as_described,2637.33,2637.33,3031.95,13.02,28,0,1,1,0,0,0,0.0,0.0,0.0,0.0,50.81048563416667,1.0,0,0,0,0,1,1,0.0,0.0,0,0,177.35
R002455,O023285,C09830,2025-05-04 03:42:21.318078610,home,upi,wrong_item,5600.92,5600.92,8935.28,37.32,123,2,2,2,0,0,0,0.0,0.0,0.0,0.0,27.705921688333333,1.0,0,0,0,2,1,1,0.0,0.0,0,0,59.19
R002454,O023269,C05655,2025-05-04 04:48:11.791984312,electronics,upi,changed_mind,25494.43,25494.43,26292.35,3.03,1,1,1,4,0,0,0,0.0,0.0,0.0,0.0,4.803275551111111,1.0,0,0,0,1,1,1,0.0,0.0,1,0,147.28
R002309,O021735,C07655,2025-05-04 05:16:14.846587410,home,card,not_as_described,1341.76,1341.76,1438.43,6.72,123,0,2,4,0,0,0,0.0,0.0,0.0,0.0,125.27079071861111,1.0,0,0,0,0,1,1,0.0,0.0,0,0,22.39
R002475,O023508,C06005,2025-05-04 06:27:02.471207310,beauty,card,damaged,3190.35,3190.35,3484.89,8.45,123,1,1,2,0,0,0,0.0,0.0,0.0,0.0,6.450686446388889,1.0,0,0,0,1,1,1,0.0,0.0,0,0,48.42
R002304,O021684,C09455,2025-05-04 07:14:05.196186736,sports,card,damaged,2358.35,2358.35,2675.24,11.85,123,0,1,2,0,0,0,0.0,0.0,0.0,0.0,127.23477671833334,1.0,0,0,0,0,1,1,0.0,0.0,0,0,146.94
R002471,O023421,C02991,2025-05-04 07:30:54.118358402,fashion,upi,not_as_described,1413.9,1413.9,1458.63,3.07,123,1,2,2,0,0,0,0.0,0.0,0.0,0.0,7.515032877222223,1.0,0,0,0,1,1,1,0.0,0.0,0,0,56.91
R002314,O021821,C09161,2025-05-04 08:01:00.324461222,sports,card,not_as_described,3760.7,3760.7,4738.15,20.63,123,0,1,2,0,0,1,0.0,0.5,0.0,567.31,104.01675679472221,1.0,0,0,0,0,1,1,0.5,0.5,0,0,97.67
R002409,O022615,C05454,2025-05-04 12:21:47.193446707,home,cod,damaged,2121.5,2121.5,2604.09,18.53,123,1,1,4,0,0,1,0.0,0.25,0.0,2021.35,12.363109290555554,1.0,0,0,0,1,1,1,0.25,0.25,0,0,80.37
R002435,O022944,C01344,2025-05-04 12:31:35.997416101,fashion,wallet,wrong_item,905.1,905.1,1075.55,15.85,123,1,2,3,0,1,2,0.5,0.6666666666666666,2615.87,19860.98,36.52666594888889,1.0,0,0,0,1,1,1,0.6666666666666666,0.6666666666666666,0,1,750.0
R002322,O021872,C03181,2025-05-04 13:54:21.086488839,fashion,card,damaged,5016.67,5016.67,5072.1,1.09,123,0,2,4,0,0,0,0.0,0.0,0.0,0.0,109.90585735777778,1.0,0,0,0,0,1,1,0.0,0.0,0,0,194.41
R002410,O022619,C01766,2025-05-04 13:54:30.628568786,fashion,card,not_as_described,3248.52,3248.52,3646.57,10.92,123,1,1,2,0,0,0,0.0,0.0,0.0,0.0,13.908507935555555,1.0,0,0,0,1,1,1,0.0,0.0,0,0,20.49
R002431,O022876,C01111,2025-05-04 14:45:44.285725987,grocery,cod,changed_mind,357.54,357.54,462.06,22.62,123,2,2,3,0,0,0,0.0,0.0,0.0,0.0,14.762301590277778,1.0,0,0,1,2,1,1,0.0,0.0,0,0,63.75
R002405,O022585,C02841,2025-05-04 14:54:14.136005718,sports,card,damaged,1626.79,1626.79,1739.87,6.5,123,1,2,3,0,0,0,0.0,0.0,0.0,0.0,38.903926668055554,1.0,0,0,0,1,1,1,0.0,0.0,0,0,97.51
R002449,O023210,C05107,2025-05-04 16:48:55.118647648,beauty,cod,damaged,3255.67,3255.67,3438.4,5.31,123,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,364.91,16.81531073527778,1.0,0,1,0,1,1,1,0.3333333333333333,0.3333333333333333,0,0,162.29
R002390,O022470,C01927,2025-05-04 19:14:33.996971396,fashion,card,wrong_item,2753.84,2753.84,3021.45,8.86,1,1,2,4,0,0,0,0.0,0.0,0.0,0.0,139.24277693638888,1.0,0,0,0,1,1,1,0.0,0.0,0,0,131.41
R002387,O022446,C07077,2025-05-04 19:31:20.925144091,home,upi,changed_mind,1237.0,1237.0,1352.08,8.51,123,1,1,3,0,0,1,0.0,0.3333333333333333,0.0,2422.23,67.52247920666667,1.0,0,1,0,1,5,5,0.3,0.3,0,0,96.07
R002456,O023294,C05761,2025-05-04 20:03:01.558097236,electronics,wallet,not_as_described,5035.0,5035.0,5591.0,9.94,123,1,2,6,0,0,1,0.0,0.16666666666666666,0.0,2451.14,20.050432804722224,1.0,0,0,0,1,1,1,0.16666666666666666,0.16666666666666666,0,0,336.24
R002399,O022535,C01302,2025-05-04 21:41:56.156484987,sports,cod,damaged,1009.2,1009.2,1276.65,20.95,123,1,1,3,0,0,0,0.0,0.0,0.0,0.0,93.69893235666666,1.0,0,0,0,1,1,1,0.0,0.0,0,0,93.62
R002279,O021494,C03688,2025-05-04 23:35:16.754304051,electronics,wallet,not_as_described,5013.01,5013.01,5445.17,7.94,123,0,1,2,0,0,0,0.0,0.0,0.0,0.0,263.58798730666666,1.0,0,0,0,0,1,1,0.0,0.0,0,0,124.43
R002192,O020652,C00009,2025-05-05 00:00:00.000000000,beauty,upi,size_fit,1655.76,1655.76,1755.09,5.66,124,0,1,3,0,0,0,0.0,0.0,0.0,0.0,360.0,1.0,0,0,0,0,1,1,0.0,0.0,0,0,56.87
