return_id,item_received,item_condition_ok,refund_completed,merchant_loss,abuse_rule_triggered,abusive_return
R001820,1,1,1,90.38,none,0
R001821,1,1,1,140.1,none,0
R001822,1,1,1,600.0,none,0
R001823,1,1,1,93.33,none,0
R001824,1,1,1,86.59,none,0
R001825,1,1,1,84.45,none,0
R001826,1,1,1,155.41,none,0
R001827,1,1,1,90.58,none,0
R001828,1,1,1,23.04,none,0
R001829,1,1,1,327.4,none,0
R001830,1,1,1,64.39,none,0
R001831,1,0,1,0.0,none,0
R001832,1,1,1,70.28,none,0
R001833,1,1,1,600.0,none,0
R001834,1,1,1,295.15,none,0
R001835,1,1,1,128.67,none,0
R001836,1,1,1,44.81,none,0
R001837,1,1,1,173.88,none,0
R001838,1,1,1,71.94,none,0
R001839,1,1,1,143.17,none,0
R001840,1,1,1,71.21,none,0
R001841,1,1,1,297.28,none,0
R001842,1,1,1,189.29,none,0
R001843,1,1,1,84.87,none,0
R001844,1,1,1,128.84,none,0
R001845,1,1,1,321.06,none,0
R001846,1,1,1,168.05,none,0
R001847,1,1,1,51.63,none,0
R001848,1,1,1,36.91,none,0
R001849,1,1,1,38.12,none,0
R001850,1,1,1,169.93,none,0
R001851,1,1,1,52.12,none,0
R001852,1,1,1,75.07,none,0
R001853,1,0,1,51.71,none,0
R001854,1,1,1,91.54,none,0
R001855,1,1,1,143.18,none,0
R001856,1,1,1,127.94,none,0
R001857,1,1,1,54.34,none,0
R001858,1,1,1,137.12,none,0
R001859,0,1,1,83.69,none,0
R001860,1,1,1,164.77,none,0
R001861,1,1,1,146.87,none,0
R001862,1,1,1,77.6,none,0
R001863,1,1,1,80.8,none,0
R001864,1,1,1,94.71,none,0
R001865,1,1,1,92.9,none,0
R001866,1,1,1,47.74,none,0
R001867,1,1,1,94.35,none,0
R001868,1,1,1,87.01,none,0
R001869,1,1,1,145.68,none,0
R001870,1,1,1,296.86,none,0
R001871,1,1,1,34.81,none,0
R001872,1,0,1,141.32,none,0
R001873,1,1,1,229.57,none,0
R001874,1,0,1,149.89,none,0
R001875,1,1,1,105.09,none,0
R001876,1,0,1,470.81,none,0
R001877,1,1,1,339.21,none,0
R001878,1,1,1,261.62,none,0
R001879,1,0,1,1.56,none,0
R001880,1,1,1,40.63,none,0
R001881,1,1,1,82.56,none,0
R001882,1,1,1,155.34,none,0
R001883,1,1,1,109.78,none,0
R001884,1,1,1,0.0,none,0
R001885,1,1,1,96.42,none,0
R001886,1,1,1,89.66,none,0
R001887,1,1,1,52.02,none,0
R001888,1,1,1,63.48,none,0
R001889,1,1,1,56.21,none,0
R001890,1,1,1,228.86,none,0
R001891,1,1,1,68.31,none,0
R001892,1,1,1,49.58,none,0
R001893,1,1,1,105.75,none,0
R001894,1,0,1,95.16,none,0
R001895,1,1,1,54.54,none,0
R001896,1,1,1,38.53,none,0
R001897,1,1,1,54.76,none,0
R001898,1,1,1,17.13,none,0
R001899,1,1,1,600.0,none,0
R001900,1,1,1,31.98,none,0
R001901,1,1,1,107.38,none,0
R001902,1,1,1,76.13,none,0
R001903,1,1,1,67.92,none,0
R001904,1,1,1,92.68,none,0
R001905,1,1,1,104.17,none,0
R001906,1,1,1,381.86,none,0
R001907,1,1,1,149.59,none,0
R001908,1,1,1,90.73,none,0
R001909,1,0,1,69.21,none,0
R001910,1,1,1,220.8,none,0
R001911,1,1,1,43.64,none,0
R001912,1,1,1,70.17,none,0
R001913,1,1,1,114.98,none,0
R001914,1,1,1,100.16,none,0
R001915,1,1,1,167.46,none,0
R001916,1,1,1,187.65,none,0
R001917,1,1,1,3545.67,refund_abuse,1
R001918,1,1,1,195.78,none,0
R001919,1,0,1,1601.21,condition_mismatch,1
R001920,1,1,1,199.5,none,0
R001921,1,1,1,103.48,none,0
R001922,1,1,1,115.58,none,0
R001923,1,1,1,120.48,none,0
R001924,1,1,1,137.39,none,0
R001925,1,1,1,111.97,none,0
R001926,1,1,1,154.44,none,0
R001927,0,1,1,19.05,none,0
R001928,1,1,1,600.0,none,0
R001929,1,1,1,109.54,none,0
R001930,1,1,1,74.3,none,0
R001931,1,1,1,52.98,none,0
R001932,1,1,1,119.07,none,0
R001933,1,1,1,74.81,none,0
R001934,1,1,1,200.99,none,0
R001935,1,1,1,212.24,none,0
R001936,1,1,1,15.26,none,0
R001937,1,1,1,531.97,none,0
R001938,1,1,1,37.18,none,0
R001939,1,1,1,56.69,none,0
R001940,1,1,1,66.26,none,0
R001941,1,1,1,117.38,none,0
R001942,1,0,1,490.29,none,0
R001943,1,1,1,167.19,none,0
R001944,1,1,1,183.78,none,0
R001945,1,1,1,42.39,none,0
R001946,1,1,1,151.61,none,0
R001947,1,0,1,61.38,none,0
R001948,1,1,1,197.14,none,0
R001949,1,1,1,582.81,none,0
R001950,1,0,1,105.25,none,0
R001951,1,1,1,600.0,none,0
R001952,1,1,1,74.77,none,0
R001953,1,1,1,23.34,none,0
R001954,1,1,1,118.2,none,0
R001955,1,1,1,204.98,none,0
R001956,1,1,1,80.52,none,0
R001957,1,0,1,1130.99,coordinated_abuse,1
R001958,1,1,1,600.0,none,0
R001959,1,1,1,345.11,none,0
R001960,1,1,1,156.19,none,0
R001961,0,1,1,108.3,none,0
R001962,0,1,1,39.63,none,0
R001963,1,1,1,95.82,none,0
R001964,1,1,1,98.43,none,0
R001965,1,0,1,8353.64,coordinated_abuse,1
R001966,1,1,1,62.98,none,0
R001967,1,1,1,26.75,none,0
R001968,1,1,1,522.48,none,0
R001969,1,1,1,12.99,none,0
R001970,1,1,1,161.31,none,0
R001971,0,1,1,34.93,none,0
R001972,1,1,1,130.69,none,0
R001973,1,1,1,600.0,none,0
R001974,1,1,1,1832.71,refund_abuse,1
R001975,1,1,1,82.29,none,0
R001976,1,1,1,65.08,none,0
R001977,1,1,1,161.67,none,0
R001978,1,1,1,233.26,none,0
R001979,1,0,1,1605.67,condition_mismatch,1
R001980,1,1,1,257.59,none,0
R001981,0,1,1,42.93,none,0
R001982,1,1,1,67.02,none,0
R001983,1,1,1,112.49,none,0
R001984,1,1,1,187.75,none,0
R001985,1,1,1,88.15,none,0
R001986,1,1,1,110.66,none,0
R001987,1,1,1,212.41,none,0
R001988,1,1,1,64.58,none,0
R001989,1,1,1,25.65,none,0
R001990,1,1,1,115.99,none,0
R001991,1,1,1,135.87,none,0
R001992,0,1,1,28.3,none,0
R001993,1,1,1,76.09,none,0
R001994,1,0,1,36.45,none,0
R001995,1,1,1,47.06,none,0
R001996,0,1,1,207.57,none,0
R001997,1,1,1,282.82,none,0
R001998,1,1,1,200.95,none,0
R001999,1,1,1,85.2,none,0
R002000,1,1,1,600.0,none,0
R002001,1,0,1,75.3,none,0
R002002,1,1,1,65.42,none,0
R002003,1,1,1,3.4,none,0
R002004,1,1,1,542.36,none,0
R002005,1,1,1,120.57,none,0
R002006,1,1,1,64.23,none,0
R002007,1,1,1,105.46,none,0
R002008,1,1,1,57.32,none,0
R002009,1,1,1,542.03,none,0
R002010,1,1,1,63.5,none,0
R002011,1,1,1,82.68,none,0
R002012,1,1,1,76.15,none,0
R002013,1,1,1,38.64,none,0
R002014,1,1,1,82.2,none,0
R002015,1,1,1,310.97,none,0
R002016,1,1,1,600.0,none,0
R002017,0,1,1,111.29,none,0
R002018,1,1,1,67.25,none,0
R002019,1,1,1,600.0,none,0
R002020,1,1,1,139.69,none,0
R002021,1,1,1,25.07,none,0
R002022,1,1,1,227.14,none,0
R002023,1,1,1,67.98,none,0
R002024,1,1,1,56.46,none,0
R002025,1,1,1,45.03,none,0
R002026,0,1,1,334.89,none,0
R002027,1,1,1,59.36,none,0
R002028,1,1,1,107.63,none,0
R002029,1,1,1,326.08,none,0
R002030,1,1,1,70.86,none,0
R002031,1,1,1,100.49,none,0
R002032,1,1,1,30.82,none,0
R002033,1,1,1,66.12,none,0
R002034,1,1,1,81.9,none,0
R002035,1,1,1,36.85,none,0
R002036,1,1,1,43.71,none,0
R002037,1,1,1,50.37,none,0
R002038,1,1,1,61.71,none,0
R002039,1,1,1,145.66,none,0
R002040,1,1,1,67.62,none,0
R002041,1,0,1,1562.02,refund_abuse,1
R002042,1,1,1,358.21,none,0
R002043,1,1,1,440.52,none,0
R002044,1,1,1,105.54,none,0
R002045,1,1,1,153.39,none,0
R002046,1,1,1,110.68,none,0
R002047,1,1,1,133.82,none,0
R002048,1,1,1,63.96,none,0
R002049,1,1,1,151.57,none,0
R002050,1,1,1,69.84,none,0
R002051,1,1,1,124.2,none,0
R002052,1,1,1,66.44,none,0
R002053,1,1,1,11.78,none,0
R002054,1,1,1,272.4,none,0
R002055,1,1,1,66.83,none,0
R002056,1,1,1,145.39,none,0
R002057,1,1,1,100.4,none,0
R002058,0,0,1,2021.2,condition_mismatch,1
R002059,1,1,1,67.44,none,0
R002060,1,1,1,79.59,none,0
R002061,1,1,1,31.59,none,0
R002062,1,1,1,251.1,none,0
R002063,1,1,1,50.15,none,0
R002064,1,1,1,187.73,none,0
R002065,1,1,1,41.47,none,0
R002066,1,1,1,38.62,none,0
R002067,1,1,1,92.27,none,0
R002068,1,1,1,400.01,none,0
R002069,1,0,1,1562.39,condition_mismatch,1
R002070,1,1,1,71.6,none,0
R002071,1,1,1,281.4,none,0
R002072,0,1,1,78.22,none,0
R002073,1,1,1,112.2,none,0
R002074,1,0,1,117.56,none,0
R002075,1,1,1,152.9,none,0
R002076,1,1,1,61.58,none,0
R002077,1,1,1,47.62,none,0
R002078,1,1,1,101.59,none,0
R002079,1,0,1,2301.26,coordinated_abuse,1
R002080,1,1,1,13.78,none,0
R002081,1,1,1,107.23,none,0
R002082,1,1,1,202.23,none,0
R002083,1,1,1,70.48,none,0
R002084,1,1,1,100.02,none,0
R002085,1,1,1,253.98,none,0
R002086,1,1,1,64.91,none,0
R002087,1,1,1,78.01,none,0
R002088,1,1,1,281.42,none,0
R002089,1,1,1,0.0,none,0
R002090,1,1,1,590.52,none,0
R002091,1,1,1,102.58,none,0
R002092,1,1,1,80.26,none,0
R002093,1,1,1,73.5,none,0
R002094,1,0,1,34.87,none,0
R002095,1,1,1,117.64,none,0
R002096,1,1,1,77.65,none,0
R002097,1,1,1,157.74,none,0
R002098,1,0,1,23.95,none,0
R002099,1,1,1,47.21,none,0
R002100,1,1,1,518.13,none,0
R002101,1,1,1,100.54,none,0
R002102,1,1,1,246.63,none,0
R002103,1,1,1,42.08,none,0
R002104,1,1,1,123.18,none,0
R002105,1,1,1,600.0,none,0
R002106,1,1,1,173.01,none,0
R002107,1,1,1,71.72,none,0
R002108,1,1,1,305.72,none,0
R002109,1,1,1,29.43,none,0
R002110,1,1,1,148.3,none,0
R002111,1,1,1,83.62,none,0
R002112,1,1,1,115.76,none,0
R002113,1,1,1,215.72,none,0
R002114,1,1,1,453.65,none,0
R002115,1,1,1,101.16,none,0
R002116,1,1,1,124.03,none,0
R002117,1,1,1,54.18,none,0
R002118,1,0,1,80.36,none,0
R002119,1,1,1,73.33,none,0
R002120,1,1,1,600.0,none,0
R002121,1,1,1,90.99,none,0
R002122,1,1,1,78.91,none,0
R002123,1,1,1,101.93,none,0
R002124,1,1,1,24.07,none,0
R002125,1,1,1,134.19,none,0
R002126,1,1,1,544.11,none,0
R002127,1,1,1,133.51,none,0
R002128,0,1,1,86.92,none,0
R002129,1,1,1,162.82,none,0
R002130,1,1,1,146.48,none,0
R002131,1,1,1,50.15,none,0
R002132,1,1,1,267.68,none,0
R002133,1,1,1,24.42,none,0
R002134,1,1,1,74.45,none,0
R002135,1,0,1,6067.85,condition_mismatch,1
R002136,1,1,1,325.57,none,0
R002137,1,1,1,51.26,none,0
R002138,1,1,1,290.02,none,0
R002139,1,1,1,322.56,none,0
R002140,1,1,1,52.89,none,0
R002141,1,1,1,85.53,none,0
R002142,1,1,1,132.7,none,0
R002143,0,1,1,78.9,none,0
R002144,1,0,1,383.01,none,0
R002145,1,1,1,19.12,none,0
R002146,1,1,1,65.36,none,0
R002147,1,1,1,149.12,none,0
R002148,1,1,1,145.2,none,0
R002149,0,1,1,113.72,none,0
R002150,0,1,1,45.44,none,0
R002151,1,1,1,66.43,none,0
R002152,1,1,1,32.92,none,0
R002153,1,1,1,157.61,none,0
R002154,1,1,1,78.94,none,0
R002155,1,1,1,172.83,none,0
R002156,1,1,1,70.43,none,0
R002157,1,0,1,46.77,none,0
R002158,1,1,1,221.86,none,0
R002159,1,1,1,318.04,none,0
R002160,1,1,1,58.91,none,0
R002161,1,1,1,107.24,none,0
R002162,1,1,1,39.92,none,0
R002163,1,1,1,84.47,none,0
R002164,1,1,1,103.24,none,0
R002165,1,1,1,88.65,none,0
R002166,1,1,1,18.55,none,0
R002167,1,1,1,195.89,none,0
R002168,1,1,1,72.32,none,0
R002169,1,1,1,136.54,none,0
R002170,1,1,1,72.14,none,0
R002171,1,1,1,38.45,none,0
R002172,1,1,1,190.7,none,0
R002173,1,1,1,63.9,none,0
R002174,1,1,1,48.05,none,0
R002175,1,1,1,56.3,none,0
R002176,1,0,1,250.65,none,0
R002177,1,1,1,97.47,none,0
R002178,1,1,1,95.65,none,0
R002179,1,1,1,35.6,none,0
R002180,1,1,1,37.13,none,0
R002181,1,1,1,409.24,none,0
R002182,1,1,1,57.25,none,0
R002183,1,1,1,47.52,none,0
R002184,1,1,1,122.12,none,0
R002185,1,1,1,307.79,none,0
R002186,1,1,1,124.97,none,0
R002187,1,1,1,61.66,none,0
R002188,1,1,1,63.27,none,0
R002189,1,1,1,114.27,none,0
R002190,1,1,1,65.45,none,0
R002191,0,1,1,59.4,none,0
R002192,1,1,1,56.87,none,0
R002193,1,1,1,15.23,none,0
R002194,1,1,1,155.97,none,0
R002195,1,0,1,175.9,none,0
R002196,1,1,1,41.86,none,0
R002197,1,1,1,45.54,none,0
R002198,1,1,1,600.0,none,0
R002199,1,1,1,59.37,none,0
R002200,1,1,1,93.0,none,0
R002201,1,1,1,166.75,none,0
R002202,1,1,1,57.38,none,0
R002203,1,1,1,424.49,none,0
R002204,1,1,1,180.82,none,0
R002205,1,1,1,89.61,none,0
R002206,1,1,1,243.06,none,0
R002207,1,1,1,488.9,none,0
R002208,1,1,1,327.99,none,0
R002209,1,1,1,96.11,none,0
R002210,1,1,1,71.75,none,0
R002211,1,1,1,499.79,none,0
R002212,1,1,1,102.5,none,0
R002213,1,1,1,161.14,none,0
R002214,1,1,1,37.8,none,0
R002215,1,1,1,35.21,none,0
R002216,1,1,1,168.34,none,0
R002217,1,1,1,105.08,none,0
R002218,1,1,1,55.0,none,0
R002219,1,1,1,2174.99,refund_abuse,1
R002220,1,0,1,145.6,none,0
R002221,1,1,1,86.55,none,0
R002222,1,1,1,600.0,none,0
R002223,1,1,1,47.11,none,0
R002224,1,1,1,118.42,none,0
R002225,1,1,1,240.41,none,0
R002226,1,1,1,147.93,none,0
R002227,1,1,1,78.93,none,0
R002228,1,1,1,72.28,none,0
R002229,1,1,1,66.32,none,0
R002230,1,1,1,77.28,none,0
R002231,1,1,1,392.41,none,0
R002232,1,1,1,344.75,none,0
R002233,1,1,1,57.51,none,0
R002234,1,1,1,60.0,none,0
R002235,1,1,1,325.07,none,0
R002236,1,1,1,45.33,none,0
R002237,1,1,1,750.0,coordinated_abuse,1
R002238,1,1,1,82.08,none,0
R002239,1,1,1,131.34,none,0
R002240,1,0,1,600.0,none,0
R002241,1,1,1,111.06,none,0
R002242,1,1,1,600.0,none,0
R002243,1,1,1,126.22,none,0
R002244,1,0,1,43.18,none,0
R002245,1,1,1,73.0,none,0
R002246,1,1,1,228.39,none,0
R002247,1,1,1,110.29,none,0
R002248,1,1,1,87.58,none,0
R002249,1,1,1,195.39,none,0
R002250,1,1,1,68.75,none,0
R002251,1,1,1,26.87,none,0
R002252,1,1,1,121.06,none,0
R002253,1,1,1,77.32,none,0
R002254,1,1,1,60.89,none,0
R002255,1,1,1,157.52,none,0
R002256,1,1,1,339.49,none,0
R002257,1,1,1,478.76,none,0
R002258,1,1,1,116.97,none,0
R002259,1,1,1,104.74,none,0
R002260,1,1,1,57.34,none,0
R002261,1,0,1,106.07,none,0
R002262,1,1,1,66.54,none,0
R002263,1,1,1,107.85,none,0
R002264,1,1,1,384.44,none,0
R002265,1,1,1,112.71,none,0
R002266,1,1,1,65.7,none,0
R002267,1,1,1,106.84,none,0
R002268,1,1,1,15.1,none,0
R002269,1,1,1,72.43,none,0
R002270,1,1,1,55.22,none,0
R002271,1,1,1,40.62,none,0
R002272,1,1,1,129.79,none,0
R002273,1,1,1,267.67,none,0
R002274,1,1,1,95.63,none,0
R002275,1,1,1,438.88,none,0
R002276,1,1,1,165.22,none,0
R002277,1,1,1,83.7,none,0
R002278,1,1,1,49.37,none,0
R002279,1,1,1,124.43,none,0
R002280,1,1,1,102.25,none,0
R002281,1,1,1,306.48,none,0
R002282,1,1,1,211.5,none,0
R002283,1,1,1,148.53,none,0
R002284,1,1,1,211.16,none,0
R002285,1,1,1,56.37,none,0
R002286,1,1,1,63.09,none,0
R002287,1,1,1,111.04,none,0
R002288,1,1,1,558.02,none,0
R002289,1,1,1,497.82,none,0
R002290,1,0,1,94.83,none,0
R002291,1,1,1,80.28,none,0
R002292,1,1,1,206.93,none,0
R002293,1,1,1,83.05,none,0
R002294,1,1,1,23.69,none,0
R002295,1,1,1,89.08,none,0
R002296,1,1,1,179.97,none,0
R002297,1,1,1,131.76,none,0
R002298,1,1,1,114.08,none,0
R002299,1,1,1,167.86,none,0
R002300,1,1,1,233.41,none,0
R002301,1,1,1,35.26,none,0
R002302,1,1,1,119.11,none,0
R002303,1,1,1,86.88,none,0
R002304,1,0,1,146.94,none,0
R002305,1,1,1,154.19,none,0
R002306,1,1,1,92.71,none,0
R002307,1,1,1,600.0,none,0
R002308,1,1,1,455.47,none,0
R002309,1,1,1,22.39,none,0
R002310,1,1,1,106.77,none,0
R002311,1,1,1,60.01,none,0
R002312,1,1,1,103.59,none,0
R002313,0,1,1,54.2,none,0
R002314,1,1,1,97.67,none,0
R002315,1,1,1,10.36,none,0
R002316,1,1,1,119.98,none,0
R002317,1,1,1,122.26,none,0
R002318,1,1,1,130.19,none,0
R002319,1,1,1,139.63,none,0
R002320,1,1,1,137.73,none,0
R002321,1,1,1,49.48,none,0
R002322,1,1,1,194.41,none,0
R002323,1,1,1,89.08,none,0
R002324,1,1,1,56.56,none,0
R002325,1,1,1,71.58,none,0
R002326,1,1,1,135.56,none,0
R002327,1,1,1,296.18,none,0
R002328,1,1,1,55.26,none,0
R002329,1,1,1,200.3,none,0
R002330,1,1,1,30.75,none,0
R002331,1,1,1,600.0,none,0
R002332,1,1,1,405.18,none,0
R002333,1,1,1,168.86,none,0
R002334,1,1,1,145.44,none,0
R002335,1,1,1,600.0,none,0
R002336,1,1,1,48.23,none,0
R002337,1,1,1,74.09,none,0
R002338,1,1,1,192.79,none,0
R002339,1,1,1,106.03,none,0
R002340,1,1,1,110.82,none,0
R002341,1,0,1,45.8,none,0
R002342,1,0,1,998.25,refund_abuse,1
R002343,1,1,1,99.06,none,0
R002344,1,1,1,27.89,none,0
R002345,1,1,1,119.95,none,0
R002346,1,1,1,133.02,none,0
R002347,1,1,1,37.04,none,0
R002348,1,1,1,103.2,none,0
R002349,1,1,1,126.98,none,0
R002350,1,1,1,24.73,none,0
R002351,1,1,1,101.23,none,0
R002352,1,1,1,214.85,none,0
R002353,1,1,1,67.28,none,0
R002354,1,1,1,83.2,none,0
R002355,1,1,1,254.67,none,0
R002356,1,1,1,133.79,none,0
R002357,1,1,1,48.45,none,0
R002358,1,1,1,25.14,none,0
R002359,1,1,1,88.68,none,0
R002360,1,1,1,56.59,none,0
R002361,1,1,1,231.35,none,0
R002362,1,1,1,53.65,none,0
R002363,1,1,1,96.54,none,0
R002364,1,1,1,34.64,none,0
R002365,1,1,1,131.87,none,0
R002366,1,1,1,93.4,none,0
R002367,1,1,1,72.39,none,0
R002368,1,0,1,1613.71,coordinated_abuse,1
R002369,1,1,1,208.25,none,0
R002370,1,1,1,197.02,none,0
R002371,1,1,1,469.28,none,0
R002372,1,1,1,67.98,none,0
R002373,1,1,1,118.63,none,0
R002374,1,0,1,333.06,none,0
R002375,1,1,1,112.68,none,0
R002376,0,1,1,111.98,none,0
R002377,1,0,1,12.34,none,0
R002378,1,1,1,44.89,none,0
R002379,1,1,1,177.35,none,0
R002380,1,1,1,20.73,none,0
R002381,1,1,1,106.6,none,0
R002382,1,1,1,94.36,none,0
R002383,1,1,1,0.0,none,0
R002384,1,1,1,178.11,none,0
R002385,1,1,1,428.16,none,0
R002386,1,1,1,15.49,none,0
R002387,1,1,1,96.07,none,0
R002388,1,1,1,56.32,none,0
R002389,1,1,1,23.87,none,0
R002390,1,1,1,131.41,none,0
R002391,1,1,1,199.95,none,0
R002392,1,1,1,33.02,none,0
R002393,1,1,1,600.0,none,0
R002394,1,1,1,123.86,none,0
R002395,1,1,1,66.55,none,0
R002396,0,1,1,107.93,none,0
R002397,1,1,1,393.26,none,0
R002398,1,1,1,68.99,none,0
R002399,1,1,1,93.62,none,0
R002400,1,1,1,92.81,none,0
R002401,1,1,1,28.74,none,0
R002402,1,1,1,1619.49,condition_mismatch,1
R002403,1,1,1,524.98,none,0
R002404,1,1,1,157.35,none,0
R002405,1,1,1,97.51,none,0
R002406,1,1,1,383.55,none,0
R002407,1,1,1,25.07,none,0
R002408,1,1,1,58.74,none,0
R002409,1,1,1,80.37,none,0
R002410,1,1,1,20.49,none,0
R002411,0,1,1,21.56,none,0
R002412,0,1,1,41.11,none,0
R002413,1,1,1,223.78,none,0
R002414,1,1,1,600.0,none,0
R002415,1,1,1,33.92,none,0
R002416,1,1,1,57.94,none,0
R002417,1,1,1,133.48,none,0
R002418,1,1,1,118.2,none,0
R002419,1,1,1,141.02,none,0
R002420,1,1,1,112.76,none,0
R002421,1,1,1,485.65,none,0
R002422,1,1,1,34.7,none,0
R002423,1,1,1,104.53,none,0
R002424,1,1,1,28.84,none,0
R002425,1,1,1,106.44,none,0
R002426,1,1,1,124.84,none,0
R002427,1,1,1,131.05,none,0
R002428,1,1,1,79.17,none,0
R002429,1,1,1,201.93,none,0
R002430,1,1,1,600.0,none,0
R002431,1,1,1,63.75,none,0
R002432,1,1,1,155.38,none,0
R002433,1,1,1,94.78,none,0
R002434,1,1,1,600.0,none,0
R002435,0,0,1,750.0,coordinated_abuse,1
R002436,1,0,1,50.94,none,0
R002437,1,1,1,103.59,none,0
R002438,1,1,1,49.53,none,0
R002439,1,1,1,114.1,none,0
R002440,1,1,1,306.66,none,0
R002441,1,1,1,37.9,none,0
R002442,1,1,1,78.45,none,0
R002443,1,1,1,268.31,none,0
R002444,1,1,1,87.54,none,0
R002445,1,1,1,50.71,none,0
R002446,1,1,1,196.97,none,0
R002447,1,1,1,108.13,none,0
R002448,1,1,1,173.16,none,0
R002449,1,1,1,162.29,none,0
R002450,1,1,1,81.13,none,0
R002451,0,1,1,131.26,none,0
R002452,1,1,1,98.36,none,0
R002453,1,1,1,139.3,none,0
R002454,1,1,1,147.28,none,0
R002455,1,1,1,59.19,none,0
R002456,1,1,1,336.24,none,0
R002457,1,1,1,84.85,none,0
R002458,1,1,1,139.34,none,0
R002459,1,1,1,72.19,none,0
R002460,1,1,1,84.95,none,0
R002461,1,1,1,84.5,none,0
R002462,1,1,1,60.99,none,0
R002463,1,0,1,1805.03,condition_mismatch,1
R002464,1,1,1,159.04,none,0
R002465,1,1,1,83.31,none,0
R002466,1,1,1,458.19,none,0
R002467,1,1,1,135.92,none,0
R002468,1,0,1,227.55,none,0
R002469,1,1,1,64.81,none,0
R002470,1,1,1,313.19,none,0
R002471,1,1,1,56.91,none,0
R002472,1,1,1,60.91,none,0
R002473,1,1,1,46.03,none,0
R002474,1,0,1,394.32,none,0
R002475,1,1,1,48.42,none,0
R002476,1,1,1,20.45,none,0
R002477,1,1,1,18.73,none,0
R002478,1,1,1,1911.48,refund_abuse,1
R002479,1,1,1,149.93,none,0
R002480,1,1,1,49.14,none,0
R002481,1,1,1,273.16,none,0
R002482,1,1,1,102.79,none,0
R002483,1,1,1,69.69,none,0
R002484,1,1,1,142.1,none,0
R002485,1,1,1,29.92,none,0
R002486,1,1,1,100.06,none,0
R002487,1,1,1,165.69,none,0
R002488,1,1,1,47.89,none,0
R002489,1,1,1,600.0,none,0
R002490,1,1,1,115.17,none,0
R002491,1,1,1,129.92,none,0
R002492,1,1,1,41.64,none,0
R002493,1,1,1,391.2,none,0
R002494,1,1,1,34.84,none,0
R002495,1,1,1,89.56,none,0
R002496,1,1,1,248.41,none,0
R002497,1,1,1,88.73,none,0
R002498,1,1,1,85.17,none,0
R002499,1,1,1,283.57,none,0
R002500,1,1,1,50.19,none,0
R002501,1,0,1,152.79,none,0
R002502,1,1,1,50.71,none,0
R002503,1,1,1,72.11,none,0
R002504,1,1,1,502.22,none,0
R002505,1,1,1,386.09,none,0
R002506,1,1,1,84.37,none,0
R002507,1,1,1,148.23,none,0
R002508,1,1,1,252.28,none,0
R002509,1,1,1,56.14,none,0
R002510,1,1,1,165.94,none,0
R002511,1,1,1,600.0,none,0
R002512,1,1,1,136.93,none,0
R002513,1,1,1,46.65,none,0
R002514,1,1,1,63.25,none,0
R002515,1,1,1,90.98,none,0
R002516,1,1,1,63.84,none,0
R002517,1,1,1,398.9,none,0
R002518,1,1,1,91.14,none,0
R002519,1,1,1,186.73,none,0
R002520,1,1,1,44.7,none,0
R002521,1,1,1,78.29,none,0
R002522,1,1,1,256.46,none,0
R002523,1,1,1,49.29,none,0
R002524,1,1,1,80.58,none,0
R002525,1,1,1,83.78,none,0
R002526,1,1,1,153.35,none,0
R002527,1,1,1,360.0,none,0
R002528,1,1,1,85.35,none,0
R002529,1,1,1,58.43,none,0
R002530,1,1,1,72.52,none,0
R002531,1,1,1,61.95,none,0
R002532,1,1,1,600.0,none,0
R002533,1,1,1,168.26,none,0
R002534,1,0,1,95.56,none,0
R002535,1,1,1,97.77,none,0
R002536,1,1,1,600.0,none,0
R002537,1,1,1,88.06,none,0
R002538,1,1,1,66.15,none,0
R002539,1,0,1,239.3,none,0
R002540,1,1,1,47.46,none,0
R002541,1,1,1,94.0,none,0
R002542,1,1,1,100.31,none,0
R002543,1,1,1,197.5,none,0
R002544,1,1,1,108.2,none,0
R002545,1,1,1,250.52,none,0
R002546,1,1,1,130.38,none,0
R002547,0,1,1,176.28,none,0
R002548,1,1,1,67.04,none,0
R002549,1,1,1,59.74,none,0
R002550,1,1,1,8.53,none,0
R002551,1,1,1,61.47,none,0
R002552,1,1,1,31.98,none,0
R002553,1,1,1,127.96,none,0
R002554,1,1,1,73.94,none,0
R002555,1,1,1,81.69,none,0
R002556,1,1,1,80.6,none,0
R002557,1,1,1,203.22,none,0
R002558,0,0,1,205.84,none,0
R002559,1,1,1,22.61,none,0
R002560,1,0,1,4033.6,condition_mismatch,1
R002561,1,1,1,321.23,none,0
R002562,1,1,1,120.05,none,0
R002563,1,1,1,104.0,none,0
R002564,1,1,1,72.29,none,0
R002565,1,1,1,384.35,none,0
R002566,1,1,1,69.48,none,0
R002567,1,1,1,93.3,none,0
R002568,1,1,1,134.0,none,0
R002569,1,1,1,129.62,none,0
R002570,1,1,1,88.91,none,0
R002571,1,1,1,94.39,none,0
R002572,1,1,1,56.56,none,0
R002573,1,1,1,33.83,none,0
R002574,1,1,1,15.64,none,0
R002575,1,1,1,491.03,none,0
R002576,0,1,1,73.56,none,0
R002577,0,1,1,93.04,none,0
R002578,1,1,1,104.91,none,0
R002579,1,1,1,31.49,none,0
R002580,1,1,1,59.46,none,0
R002581,1,1,1,600.0,none,0
R002582,1,1,1,380.91,none,0
R002583,1,1,1,71.31,none,0
R002584,1,1,1,237.34,none,0
R002585,1,1,1,69.7,none,0
R002586,1,1,1,92.66,none,0
