customer_id,account_created_at,home_region,latent_type,device_id,address_id,payment_fingerprint
C02713,2025-01-01,S,normal,D02713,A02713,P02713
C02714,2025-01-01,N,normal,D02714,A02714,P02714
C02715,2025-01-01,N,normal,D02715,A02715,P02715
C02716,2025-01-01,S,normal,D02716,A02716,P02716
C02717,2025-05-29,W,coordinated,DCO0006,ACO0006,PCO0006
C02718,2025-01-01,S,normal,D02718,A02718,P02718
C02719,2025-08-06,N,normal,D02719,A02719,P02719
C02720,2025-03-23,S,normal,D02720,A02720,P02720
C02721,2025-03-04,N,normal,D02721,A02721,P02721
C02722,2025-01-01,N,normal,D02722,A02722,P02722
C02723,2025-01-01,NE,normal,D02723,A02723,P02723
C02724,2025-01-01,N,normal,D02724,A02724,P02724
C02725,2025-01-01,N,normal,D02725,A02725,P02725
C02726,2025-01-01,W,normal,D02726,A02726,P02726
C02727,2025-01-01,E,normal,D02727,A02727,P02727
C02728,2025-01-01,S,normal,D02728,A02728,P02728
C02729,2025-01-01,E,normal,D02729,A02729,P02729
C02730,2025-01-01,W,normal,D02730,A02730,P02730
C02731,2025-01-01,N,normal,D02731,A02731,P02731
C02732,2025-01-01,N,normal,D02732,A02732,P02732
C02733,2025-01-01,W,normal,D02733,A02733,P02733
C02734,2025-10-05,W,normal,D02734,A02734,P02734
C02735,2025-01-01,NE,normal,D02735,A02735,P02735
C02736,2025-01-01,S,normal,D02736,A02736,P02736
C02737,2025-01-01,NE,normal,D02737,A02737,P02737
C02738,2025-01-01,S,normal,D02738,A02738,P02738
C02739,2025-01-01,E,normal,D02739,A02739,P02739
C02740,2025-08-28,W,normal,D02740,A02740,P02740
C02741,2025-01-01,N,normal,D02741,A02741,P02741
C02742,2025-02-14,N,normal,D02742,A02742,P02742
C02743,2025-01-01,E,normal,D02743,A02743,P02743
C02744,2025-01-01,W,normal,D02744,A02744,P02744
C02745,2025-01-01,N,normal,D02745,A02745,P02745
C02746,2025-01-01,W,normal,D02746,A02746,P02746
C02747,2025-02-03,S,normal,D02747,A02747,P02747
C02748,2025-01-01,S,normal,D02748,A02748,P02748
C02749,2025-01-01,S,normal,D02749,A02749,P02749
C02750,2025-01-01,W,normal,D02750,A02750,P02750
C02751,2025-01-01,N,normal,D02751,A02751,P02751
C02752,2025-01-01,E,normal,D02752,A02752,P02752
C02753,2025-01-01,N,normal,D02753,A02753,P02753
C02754,2025-09-29,W,normal,D02754,A02754,P02754
C02755,2025-03-17,W,normal,D02755,A02755,P02755
C02756,2025-01-01,N,normal,D02756,A02756,P02756
C02757,2025-01-01,S,normal,D02757,A02757,P02757
C02758,2025-01-01,S,normal,D02758,A02758,P02758
C02759,2025-01-01,S,normal,D02759,A02759,P02759
C02760,2025-01-01,W,normal,D02760,A02760,P02760
C02761,2025-01-01,E,frequent_legit,D02761,A02761,P02761
C02762,2025-01-01,S,normal,D02762,A02762,P02762
C02763,2025-01-01,E,normal,D02763,A02763,P02763
C02764,2025-01-01,S,normal,D02764,A02764,P02764
C02765,2025-01-01,N,frequent_legit,D02765,A02765,P02765
C02766,2025-01-01,N,normal,D02766,A02766,P02766
C02767,2025-01-17,S,normal,D02767,A02767,P02767
C02768,2025-01-01,E,normal,D02768,A02768,P02768
C02769,2025-01-01,N,coordinated,DCO0006,ACO0006,PCO0006
C02770,2025-01-01,S,normal,D02770,A02770,P02770
C02771,2025-01-01,N,normal,D02771,A02771,P02771
C02772,2025-01-01,E,normal,D02772,A02772,P02772
C02773,2025-01-01,N,normal,D02773,A02773,P02773
C02774,2025-01-01,S,normal,D02774,A02774,P02774
C02775,2025-01-01,N,normal,D02775,A02775,P02775
C02776,2025-01-01,S,normal,D02776,A02776,P02776
C02777,2025-01-01,N,normal,D02777,A02777,P02777
C02778,2025-01-01,S,normal,D02778,A02778,P02778
C02779,2025-02-15,W,normal,D02779,A02779,P02779
C02780,2025-01-01,N,normal,D02780,A02780,P02780
C02781,2025-01-01,W,normal,D02781,A02781,P02781
C02782,2025-01-01,E,normal,D02782,A02782,P02782
C02783,2025-01-01,S,normal,D02783,A02783,P02783
C02784,2025-01-01,E,normal,D02784,A02784,P02784
C02785,2025-03-01,S,normal,D02785,A02785,P02785
C02786,2025-01-01,E,normal,D02786,A02786,P02786
C02787,2025-04-02,W,normal,D02787,A02787,P02787
C02788,2025-01-01,W,frequent_legit,D02788,A02788,P02788
C02789,2025-01-01,N,normal,D02789,A02789,P02789
C02790,2025-01-01,E,normal,D02790,A02790,P02790
C02791,2025-01-19,N,normal,D02791,A02791,P02791
C02792,2025-01-01,S,normal,D02792,A02792,P02792
C02793,2025-07-30,N,abusive,D02793,A02793,P02793
C02794,2025-01-01,N,normal,D02794,A02794,P02794
C02795,2025-01-01,E,normal,D02795,A02795,P02795
C02796,2025-01-01,W,normal,D02796,A02796,P02796
C02797,2025-01-01,N,normal,D02797,A02797,P02797
C02798,2025-01-01,S,normal,D02798,A02798,P02798
C02799,2025-09-08,E,normal,D02799,A02799,P02799
C02800,2025-01-01,W,coordinated,DCO0006,ACO0006,PCO0006
C02801,2025-01-01,E,normal,D02801,A02801,P02801
C02802,2025-01-01,N,normal,D02802,A02802,P02802
C02803,2025-01-01,N,normal,D02803,A02803,P02803
C02804,2025-01-01,E,normal,D02804,A02804,P02804
C02805,2025-01-01,N,normal,D02805,A02805,P02805
C02806,2025-01-08,W,normal,D02806,A02806,P02806
C02807,2025-01-01,W,normal,D02807,A02807,P02807
C02808,2025-01-01,NE,normal,D02808,A02808,P02808
C02809,2025-11-17,S,normal,D02809,A02809,P02809
C02810,2025-01-01,E,normal,D02810,A02810,P02810
C02811,2025-09-24,E,normal,D02811,A02811,P02811
C02812,2025-01-01,N,normal,D02812,A02812,P02812
C02813,2025-01-01,N,normal,D02813,A02813,P02813
C02814,2025-01-01,N,normal,D02814,A02814,P02814
C02815,2025-01-01,S,normal,D02815,A02815,P02815
C02816,2025-01-01,NE,normal,D02816,A02816,P02816
C02817,2025-01-01,W,normal,D02817,A02817,P02817
C02818,2025-01-01,S,normal,D02818,A02818,P02818
C02819,2025-01-01,S,frequent_legit,D02819,A02819,P02819
C02820,2025-01-01,N,normal,D02820,A02820,P02820
C02821,2025-01-01,N,normal,D02821,A02821,P02821
C02822,2025-01-01,N,normal,D02822,A02822,P02822
C02823,2025-01-01,E,frequent_legit,D02823,A02823,P02823
C02824,2025-01-01,E,abusive,D02824,A02824,P02824
C02825,2025-01-01,W,normal,D02825,A02825,P02825
C02826,2025-02-21,W,normal,D02826,A02826,P02826
C02827,2025-01-01,N,normal,D02827,A02827,P02827
C02828,2025-03-22,W,normal,D02828,A02828,P02828
C02829,2025-01-01,N,normal,D02829,A02829,P02829
C02830,2025-01-01,S,normal,D02830,A02830,P02830
C02831,2025-01-01,S,normal,D02831,A02831,P02831
C02832,2025-04-30,N,normal,D02832,A02832,P02832
C02833,2025-01-01,N,normal,D02833,A02833,P02833
C02834,2025-01-01,N,normal,D02834,A02834,P02834
C02835,2025-01-01,N,normal,D02835,A02835,P02835
C02836,2025-06-23,W,normal,D02836,A02836,P02836
C02837,2025-01-01,S,normal,D02837,A02837,P02837
C02838,2025-01-01,S,normal,D02838,A02838,P02838
C02839,2025-01-01,NE,normal,D02839,A02839,P02839
C02840,2025-01-01,E,normal,D02840,A02840,P02840
C02841,2025-01-01,S,normal,D02841,A02841,P02841
C02842,2025-01-01,W,normal,D02842,A02842,P02842
C02843,2025-01-01,N,normal,D02843,A02843,P02843
C02844,2025-02-09,N,normal,D02844,A02844,P02844
C02845,2025-01-01,S,normal,D02845,A02845,P02845
C02846,2025-11-17,S,normal,D02846,A02846,P02846
C02847,2025-01-01,W,normal,D02847,A02847,P02847
C02848,2025-01-01,N,normal,D02848,A02848,P02848
C02849,2025-01-01,E,normal,D02849,A02849,P02849
C02850,2025-01-01,E,normal,D02850,A02850,P02850
C02851,2025-01-01,NE,normal,D02851,A02851,P02851
C02852,2025-01-01,N,normal,D02852,A02852,P02852
C02853,2025-07-16,N,normal,D02853,A02853,P02853
C02854,2025-01-01,W,normal,D02854,A02854,P02854
C02855,2025-01-01,E,frequent_legit,D02855,A02855,P02855
C02856,2025-01-01,N,normal,D02856,A02856,P02856
C02857,2025-01-01,N,normal,D02857,A02857,P02857
C02858,2025-01-01,W,normal,D02858,A02858,P02858
C02859,2025-07-02,E,normal,D02859,A02859,P02859
C02860,2025-01-01,E,normal,D02860,A02860,P02860
C02861,2025-01-01,W,normal,D02861,A02861,P02861
C02862,2025-04-18,N,normal,D02862,A02862,P02862
C02863,2025-01-01,N,normal,D02863,A02863,P02863
C02864,2025-06-25,E,normal,D02864,A02864,P02864
C02865,2025-06-05,W,normal,D02865,A02865,P02865
C02866,2025-01-01,N,normal,D02866,A02866,P02866
C02867,2025-01-01,E,normal,D02867,A02867,P02867
C02868,2025-01-01,N,frequent_legit,D02868,A02868,P02868
C02869,2025-01-01,N,normal,D02869,A02869,P02869
C02870,2025-01-01,W,normal,D02870,A02870,P02870
C02871,2025-01-01,N,normal,D02871,A02871,P02871
C02872,2025-03-08,N,normal,D02872,A02872,P02872
C02873,2025-01-01,W,normal,D02873,A02873,P02873
C02874,2025-02-20,S,normal,D02874,A02874,P02874
C02875,2025-04-17,S,normal,D02875,A02875,P02875
C02876,2025-01-01,W,normal,D02876,A02876,P02876
C02877,2025-01-01,N,normal,D02877,A02877,P02877
C02878,2025-01-01,E,normal,D02878,A02878,P02878
C02879,2025-01-01,S,normal,D02879,A02879,P02879
C02880,2025-04-14,N,normal,D02880,A02880,P02880
C02881,2025-10-08,E,normal,D02881,A02881,P02881
C02882,2025-07-02,S,normal,D02882,A02882,P02882
C02883,2025-01-01,W,normal,D02883,A02883,P02883
C02884,2025-01-01,W,normal,D02884,A02884,P02884
C02885,2025-11-02,W,normal,D02885,A02885,P02885
C02886,2025-10-16,S,normal,D02886,A02886,P02886
C02887,2025-01-01,N,frequent_legit,D02887,A02887,P02887
C02888,2025-01-01,W,normal,D02888,A02888,P02888
C02889,2025-01-01,S,normal,D02889,A02889,P02889
C02890,2025-02-12,E,normal,D02890,A02890,P02890
C02891,2025-01-01,W,abusive,D02891,A02891,P02891
C02892,2025-01-01,N,normal,D02892,A02892,P02892
C02893,2025-03-11,N,normal,D02893,A02893,P02893
C02894,2025-05-25,E,abusive,D02894,A02894,P02894
C02895,2025-01-01,E,normal,D02895,A02895,P02895
C02896,2025-01-01,N,abusive,D02896,A02896,P02896
C02897,2025-01-01,E,normal,D02897,A02897,P02897
C02898,2025-01-01,W,normal,D02898,A02898,P02898
C02899,2025-01-01,S,normal,D02899,A02899,P02899
C02900,2025-01-01,N,normal,D02900,A02900,P02900
C02901,2025-04-28,W,frequent_legit,D02901,A02901,P02901
C02902,2025-01-01,W,normal,D02902,A02902,P02902
C02903,2025-06-24,NE,coordinated,DCO0007,ACO0007,PCO0007
C02904,2025-01-01,N,normal,D02904,A02904,P02904
C02905,2025-01-01,W,normal,D02905,A02905,P02905
C02906,2025-01-01,W,frequent_legit,D02906,A02906,P02906
C02907,2025-01-01,E,normal,D02907,A02907,P02907
C02908,2025-01-01,S,frequent_legit,D02908,A02908,P02908
C02909,2025-01-01,N,normal,D02909,A02909,P02909
C02910,2025-01-01,S,normal,D02910,A02910,P02910
C02911,2025-01-01,S,normal,D02911,A02911,P02911
C02912,2025-01-01,S,normal,D02912,A02912,P02912
C02913,2025-01-01,W,normal,D02913,A02913,P02913
C02914,2025-01-01,N,normal,D02914,A02914,P02914
C02915,2025-01-01,W,normal,D02915,A02915,P02915
C02916,2025-01-22,S,normal,D02916,A02916,P02916
C02917,2025-01-01,W,normal,D02917,A02917,P02917
C02918,2025-01-01,S,normal,D02918,A02918,P02918
C02919,2025-07-06,E,normal,D02919,A02919,P02919
C02920,2025-01-01,S,coordinated,DCO0007,ACO0007,PCO0007
C02921,2025-08-01,W,normal,D02921,A02921,P02921
C02922,2025-01-01,N,normal,D02922,A02922,P02922
C02923,2025-01-01,N,normal,D02923,A02923,P02923
C02924,2025-05-08,NE,normal,D02924,A02924,P02924
C02925,2025-01-01,N,normal,D02925,A02925,P02925
C02926,2025-01-01,E,normal,D02926,A02926,P02926
C02927,2025-01-01,N,normal,D02927,A02927,P02927
C02928,2025-01-01,N,normal,D02928,A02928,P02928
C02929,2025-05-20,E,normal,D02929,A02929,P02929
C02930,2025-04-27,S,normal,D02930,A02930,P02930
C02931,2025-01-01,E,normal,D02931,A02931,P02931
C02932,2025-01-01,S,normal,D02932,A02932,P02932
C02933,2025-01-01,W,normal,D02933,A02933,P02933
C02934,2025-01-01,NE,normal,D02934,A02934,P02934
C02935,2025-01-01,N,normal,D02935,A02935,P02935
C02936,2025-01-01,S,normal,D02936,A02936,P02936
C02937,2025-01-01,S,normal,D02937,A02937,P02937
C02938,2025-12-09,W,normal,D02938,A02938,P02938
C02939,2025-06-24,S,normal,D02939,A02939,P02939
C02940,2025-01-01,E,abusive,D02940,A02940,P02940
C02941,2025-01-01,S,normal,D02941,A02941,P02941
C02942,2025-03-09,E,normal,D02942,A02942,P02942
C02943,2025-01-01,W,normal,D02943,A02943,P02943
C02944,2025-01-01,S,normal,D02944,A02944,P02944
C02945,2025-01-01,S,normal,D02945,A02945,P02945
C02946,2025-01-01,N,normal,D02946,A02946,P02946
C02947,2025-01-01,S,normal,D02947,A02947,P02947
C02948,2025-01-01,N,frequent_legit,D02948,A02948,P02948
C02949,2025-01-01,W,normal,D02949,A02949,P02949
C02950,2025-01-01,S,normal,D02950,A02950,P02950
C02951,2025-04-05,N,normal,D02951,A02951,P02951
C02952,2025-01-01,N,normal,D02952,A02952,P02952
C02953,2025-01-01,S,frequent_legit,D02953,A02953,P02953
C02954,2025-01-01,W,normal,D02954,A02954,P02954
C02955,2025-05-04,S,normal,D02955,A02955,P02955
C02956,2025-01-01,N,normal,D02956,A02956,P02956
C02957,2025-01-01,S,normal,D02957,A02957,P02957
C02958,2025-01-01,NE,normal,D02958,A02958,P02958
C02959,2025-07-06,W,frequent_legit,D02959,A02959,P02959
C02960,2025-01-01,N,normal,D02960,A02960,P02960
C02961,2025-01-01,E,frequent_legit,D02961,A02961,P02961
C02962,2025-01-01,W,normal,D02962,A02962,P02962
C02963,2025-01-01,W,normal,D02963,A02963,P02963
C02964,2025-01-01,S,normal,D02964,A02964,P02964
C02965,2025-01-01,W,normal,D02965,A02965,P02965
C02966,2025-01-01,E,normal,D02966,A02966,P02966
C02967,2025-01-01,N,normal,D02967,A02967,P02967
C02968,2025-01-01,N,normal,D02968,A02968,P02968
C02969,2025-01-01,S,normal,D02969,A02969,P02969
C02970,2025-11-14,N,normal,D02970,A02970,P02970
C02971,2025-01-01,S,normal,D02971,A02971,P02971
C02972,2025-01-01,W,normal,D02972,A02972,P02972
C02973,2025-01-01,W,frequent_legit,D02973,A02973,P02973
C02974,2025-03-08,N,normal,D02974,A02974,P02974
C02975,2025-01-01,N,normal,D02975,A02975,P02975
C02976,2025-01-01,E,normal,D02976,A02976,P02976
C02977,2025-02-09,S,normal,D02977,A02977,P02977
C02978,2025-01-01,N,normal,D02978,A02978,P02978
C02979,2025-01-01,W,normal,D02979,A02979,P02979
C02980,2025-01-01,N,normal,D02980,A02980,P02980
C02981,2025-02-23,N,normal,D02981,A02981,P02981
C02982,2025-01-01,W,normal,D02982,A02982,P02982
C02983,2025-01-01,E,normal,D02983,A02983,P02983
C02984,2025-09-24,S,normal,D02984,A02984,P02984
C02985,2025-01-01,E,normal,D02985,A02985,P02985
C02986,2025-01-01,W,normal,D02986,A02986,P02986
C02987,2025-01-01,N,normal,D02987,A02987,P02987
C02988,2025-06-25,E,normal,D02988,A02988,P02988
C02989,2025-02-21,N,normal,D02989,A02989,P02989
C02990,2025-01-01,S,normal,D02990,A02990,P02990
C02991,2025-01-01,S,normal,D02991,A02991,P02991
C02992,2025-01-01,S,normal,D02992,A02992,P02992
C02993,2025-01-01,N,normal,D02993,A02993,P02993
C02994,2025-01-01,W,normal,D02994,A02994,P02994
C02995,2025-01-01,S,normal,D02995,A02995,P02995
C02996,2025-01-01,W,normal,D02996,A02996,P02996
C02997,2025-01-01,S,normal,D02997,A02997,P02997
C02998,2025-01-01,W,abusive,D02998,A02998,P02998
C02999,2025-01-01,S,normal,D02999,A02999,P02999
C03000,2025-08-13,S,normal,D03000,A03000,P03000
C03001,2025-01-01,E,normal,D03001,A03001,P03001
C03002,2025-01-01,W,normal,D03002,A03002,P03002
C03003,2025-01-01,S,normal,D03003,A03003,P03003
C03004,2025-01-22,S,normal,D03004,A03004,P03004
C03005,2025-01-01,E,normal,D03005,A03005,P03005
C03006,2025-01-01,E,normal,D03006,A03006,P03006
C03007,2025-01-01,S,normal,D03007,A03007,P03007
C03008,2025-01-01,W,normal,D03008,A03008,P03008
C03009,2025-01-01,S,normal,D03009,A03009,P03009
C03010,2025-06-06,S,normal,D03010,A03010,P03010
C03011,2025-06-13,E,normal,D03011,A03011,P03011
C03012,2025-01-01,NE,normal,D03012,A03012,P03012
C03013,2025-01-01,N,normal,D03013,A03013,P03013
C03014,2025-01-01,N,normal,D03014,A03014,P03014
C03015,2025-01-01,N,normal,D03015,A03015,P03015
C03016,2025-01-01,E,frequent_legit,D03016,A03016,P03016
C03017,2025-01-01,S,normal,D03017,A03017,P03017
C03018,2025-01-01,S,normal,D03018,A03018,P03018
C03019,2025-01-01,N,normal,D03019,A03019,P03019
C03020,2025-01-01,W,normal,D03020,A03020,P03020
C03021,2025-01-01,S,normal,D03021,A03021,P03021
C03022,2025-05-05,E,normal,D03022,A03022,P03022
C03023,2025-01-01,N,normal,D03023,A03023,P03023
C03024,2025-10-27,N,normal,D03024,A03024,P03024
C03025,2025-01-01,N,normal,D03025,A03025,P03025
C03026,2025-01-01,S,normal,D03026,A03026,P03026
C03027,2025-01-01,S,normal,D03027,A03027,P03027
C03028,2025-01-01,N,normal,D03028,A03028,P03028
C03029,2025-01-01,S,normal,D03029,A03029,P03029
C03030,2025-01-01,N,normal,D03030,A03030,P03030
C03031,2025-01-01,S,normal,D03031,A03031,P03031
C03032,2025-01-01,N,normal,D03032,A03032,P03032
C03033,2025-01-01,N,normal,D03033,A03033,P03033
C03034,2025-01-01,N,abusive,D03034,A03034,P03034
C03035,2025-01-01,E,normal,D03035,A03035,P03035
C03036,2025-04-10,W,normal,D03036,A03036,P03036
C03037,2025-01-01,E,normal,D03037,A03037,P03037
C03038,2025-05-22,N,normal,D03038,A03038,P03038
C03039,2025-01-01,NE,normal,D03039,A03039,P03039
C03040,2025-11-05,NE,normal,D03040,A03040,P03040
C03041,2025-01-01,S,frequent_legit,D03041,A03041,P03041
C03042,2025-01-01,N,normal,D03042,A03042,P03042
C03043,2025-01-01,W,normal,D03043,A03043,P03043
C03044,2025-01-01,NE,normal,D03044,A03044,P03044
C03045,2025-01-01,W,abusive,D03045,A03045,P03045
C03046,2025-01-01,E,normal,D03046,A03046,P03046
C03047,2025-01-01,E,normal,D03047,A03047,P03047
C03048,2025-01-01,NE,frequent_legit,D03048,A03048,P03048
C03049,2025-01-01,N,normal,D03049,A03049,P03049
C03050,2025-01-01,N,normal,D03050,A03050,P03050
C03051,2025-01-01,W,normal,D03051,A03051,P03051
C03052,2025-01-01,N,normal,D03052,A03052,P03052
C03053,2025-01-01,S,normal,D03053,A03053,P03053
C03054,2025-01-01,S,normal,D03054,A03054,P03054
C03055,2025-01-01,N,normal,D03055,A03055,P03055
C03056,2025-01-01,N,normal,D03056,A03056,P03056
C03057,2025-01-01,E,normal,D03057,A03057,P03057
C03058,2025-06-03,S,normal,D03058,A03058,P03058
C03059,2025-01-01,S,normal,D03059,A03059,P03059
C03060,2025-10-16,S,normal,D03060,A03060,P03060
C03061,2025-01-01,NE,normal,D03061,A03061,P03061
C03062,2025-01-01,E,normal,D03062,A03062,P03062
C03063,2025-01-01,NE,normal,D03063,A03063,P03063
C03064,2025-03-24,S,normal,D03064,A03064,P03064
C03065,2025-01-01,N,normal,D03065,A03065,P03065
C03066,2025-01-01,W,normal,D03066,A03066,P03066
C03067,2025-01-01,W,normal,D03067,A03067,P03067
C03068,2025-01-01,N,normal,D03068,A03068,P03068
C03069,2025-01-01,E,normal,D03069,A03069,P03069
C03070,2025-01-01,E,normal,D03070,A03070,P03070
C03071,2025-01-01,N,frequent_legit,D03071,A03071,P03071
C03072,2025-01-01,S,normal,D03072,A03072,P03072
C03073,2025-01-01,N,normal,D03073,A03073,P03073
C03074,2025-02-12,N,normal,D03074,A03074,P03074
C03075,2025-01-01,W,frequent_legit,D03075,A03075,P03075
C03076,2025-01-01,S,normal,D03076,A03076,P03076
C03077,2025-09-07,W,normal,D03077,A03077,P03077
C03078,2025-01-01,W,normal,D03078,A03078,P03078
C03079,2025-10-07,NE,normal,D03079,A03079,P03079
C03080,2025-01-28,S,normal,D03080,A03080,P03080
C03081,2025-01-01,S,normal,D03081,A03081,P03081
C03082,2025-11-03,S,normal,D03082,A03082,P03082
C03083,2025-01-01,E,normal,D03083,A03083,P03083
C03084,2025-01-01,S,normal,D03084,A03084,P03084
C03085,2025-11-10,W,normal,D03085,A03085,P03085
C03086,2025-01-01,S,normal,D03086,A03086,P03086
C03087,2025-07-25,N,normal,D03087,A03087,P03087
C03088,2025-09-10,W,normal,D03088,A03088,P03088
C03089,2025-01-02,W,frequent_legit,D03089,A03089,P03089
C03090,2025-01-01,S,normal,D03090,A03090,P03090
C03091,2025-09-22,E,frequent_legit,D03091,A03091,P03091
C03092,2025-06-24,S,normal,D03092,A03092,P03092
C03093,2025-01-01,W,frequent_legit,D03093,A03093,P03093
C03094,2025-01-01,S,normal,D03094,A03094,P03094
C03095,2025-01-01,S,normal,D03095,A03095,P03095
C03096,2025-10-06,N,normal,D03096,A03096,P03096
C03097,2025-01-01,N,normal,D03097,A03097,P03097
C03098,2025-01-01,W,normal,D03098,A03098,P03098
C03099,2025-01-01,S,normal,D03099,A03099,P03099
C03100,2025-01-01,N,frequent_legit,D03100,A03100,P03100
C03101,2025-05-30,N,normal,D03101,A03101,P03101
C03102,2025-01-01,S,frequent_legit,D03102,A03102,P03102
C03103,2025-01-01,E,normal,D03103,A03103,P03103
C03104,2025-01-01,S,normal,D03104,A03104,P03104
C03105,2025-01-01,W,normal,D03105,A03105,P03105
C03106,2025-01-01,W,normal,D03106,A03106,P03106
C03107,2025-04-28,S,normal,D03107,A03107,P03107
C03108,2025-01-01,W,normal,D03108,A03108,P03108
C03109,2025-03-20,N,frequent_legit,D03109,A03109,P03109
C03110,2025-08-31,S,normal,D03110,A03110,P03110
C03111,2025-01-01,N,normal,D03111,A03111,P03111
C03112,2025-01-01,N,normal,D03112,A03112,P03112
C03113,2025-03-21,N,normal,D03113,A03113,P03113
C03114,2025-06-18,N,normal,D03114,A03114,P03114
C03115,2025-05-06,W,normal,D03115,A03115,P03115
C03116,2025-01-01,S,normal,D03116,A03116,P03116
C03117,2025-01-01,NE,normal,D03117,A03117,P03117
C03118,2025-01-01,S,normal,D03118,A03118,P03118
C03119,2025-01-01,E,normal,D03119,A03119,P03119
C03120,2025-01-01,N,normal,D03120,A03120,P03120
C03121,2025-01-01,S,normal,D03121,A03121,P03121
C03122,2025-01-01,S,normal,D03122,A03122,P03122
C03123,2025-01-01,W,normal,D03123,A03123,P03123
C03124,2025-01-01,W,normal,D03124,A03124,P03124
C03125,2025-06-13,N,normal,D03125,A03125,P03125
C03126,2025-01-01,E,normal,D03126,A03126,P03126
C03127,2025-01-01,E,normal,D03127,A03127,P03127
C03128,2025-01-01,E,normal,D03128,A03128,P03128
C03129,2025-01-01,N,frequent_legit,D03129,A03129,P03129
C03130,2025-01-01,E,normal,D03130,A03130,P03130
C03131,2025-01-01,W,frequent_legit,D03131,A03131,P03131
C03132,2025-08-07,S,normal,D03132,A03132,P03132
C03133,2025-01-01,S,normal,D03133,A03133,P03133
C03134,2025-01-01,N,normal,D03134,A03134,P03134
C03135,2025-01-01,W,normal,D03135,A03135,P03135
C03136,2025-01-01,N,normal,D03136,A03136,P03136
C03137,2025-01-01,N,normal,D03137,A03137,P03137
C03138,2025-01-01,S,normal,D03138,A03138,P03138
C03139,2025-01-01,W,normal,D03139,A03139,P03139
C03140,2025-01-01,E,normal,D03140,A03140,P03140
C03141,2025-01-01,N,normal,D03141,A03141,P03141
C03142,2025-04-20,N,coordinated,DCO0007,ACO0007,PCO0007
C03143,2025-01-01,W,normal,D03143,A03143,P03143
C03144,2025-05-16,S,normal,D03144,A03144,P03144
C03145,2025-01-01,N,normal,D03145,A03145,P03145
C03146,2025-01-01,NE,normal,D03146,A03146,P03146
C03147,2025-01-01,N,normal,D03147,A03147,P03147
C03148,2025-01-01,S,normal,D03148,A03148,P03148
C03149,2025-01-01,N,normal,D03149,A03149,P03149
C03150,2025-01-01,W,normal,D03150,A03150,P03150
C03151,2025-01-01,W,normal,D03151,A03151,P03151
C03152,2025-02-09,S,normal,D03152,A03152,P03152
C03153,2025-01-01,E,normal,D03153,A03153,P03153
C03154,2025-01-01,W,normal,D03154,A03154,P03154
C03155,2025-01-01,W,normal,D03155,A03155,P03155
C03156,2025-01-01,S,normal,D03156,A03156,P03156
C03157,2025-01-01,S,normal,D03157,A03157,P03157
C03158,2025-02-14,W,frequent_legit,D03158,A03158,P03158
C03159,2025-07-18,N,normal,D03159,A03159,P03159
C03160,2025-01-01,N,abusive,D03160,A03160,P03160
C03161,2025-01-01,N,frequent_legit,D03161,A03161,P03161
C03162,2025-04-13,W,normal,D03162,A03162,P03162
C03163,2025-01-01,N,normal,D03163,A03163,P03163
C03164,2025-04-25,S,normal,D03164,A03164,P03164
C03165,2025-01-01,E,normal,D03165,A03165,P03165
C03166,2025-01-01,N,normal,D03166,A03166,P03166
C03167,2025-01-01,S,normal,D03167,A03167,P03167
C03168,2025-01-01,S,normal,D03168,A03168,P03168
C03169,2025-07-17,N,normal,D03169,A03169,P03169
C03170,2025-01-01,NE,abusive,D03170,A03170,P03170
C03171,2025-01-01,N,normal,D03171,A03171,P03171
C03172,2025-01-01,W,normal,D03172,A03172,P03172
C03173,2025-01-01,S,abusive,D03173,A03173,P03173
C03174,2025-01-01,N,normal,D03174,A03174,P03174
C03175,2025-08-08,N,normal,D03175,A03175,P03175
C03176,2025-01-01,S,normal,D03176,A03176,P03176
C03177,2025-01-01,S,normal,D03177,A03177,P03177
C03178,2025-01-01,N,normal,D03178,A03178,P03178
C03179,2025-01-01,NE,normal,D03179,A03179,P03179
C03180,2025-01-01,S,frequent_legit,D03180,A03180,P03180
C03181,2025-01-01,W,normal,D03181,A03181,P03181
C03182,2025-01-01,N,normal,D03182,A03182,P03182
C03183,2025-01-01,N,normal,D03183,A03183,P03183
C03184,2025-01-01,E,normal,D03184,A03184,P03184
C03185,2025-10-28,N,normal,D03185,A03185,P03185
C03186,2025-01-01,N,normal,D03186,A03186,P03186
C03187,2025-01-01,N,normal,D03187,A03187,P03187
C03188,2025-01-01,N,normal,D03188,A03188,P03188
C03189,2025-01-01,W,normal,D03189,A03189,P03189
C03190,2025-03-09,S,normal,D03190,A03190,P03190
C03191,2025-01-01,NE,normal,D03191,A03191,P03191
C03192,2025-01-01,N,normal,D03192,A03192,P03192
C03193,2025-01-01,S,normal,D03193,A03193,P03193
C03194,2025-01-01,S,normal,D03194,A03194,P03194
C03195,2025-01-01,S,normal,D03195,A03195,P03195
C03196,2025-01-01,W,normal,D03196,A03196,P03196
C03197,2025-01-01,W,normal,D03197,A03197,P03197
C03198,2025-09-24,N,normal,D03198,A03198,P03198
C03199,2025-01-01,S,frequent_legit,D03199,A03199,P03199
C03200,2025-01-01,W,normal,D03200,A03200,P03200
C03201,2025-01-01,N,frequent_legit,D03201,A03201,P03201
C03202,2025-01-01,S,frequent_legit,D03202,A03202,P03202
