order_id,customer_id,order_created_at,delivery_at,product_id,product_category,product_price,discount_pct,order_value,payment_method,device_id,address_id,payment_fingerprint,region,customer_account_age_at_order
O015195,C03825,2025-03-21,2025-03-25,SKU04064,beauty,1579.12,25.97,1169.0,card,D03825,A03825,P03825,E,79
O015196,C04976,2025-03-21,2025-03-22,SKU02048,fashion,7665.68,11.98,6747.62,card,D04976,A04976,P04976,S,79
O015197,C03650,2025-03-21,2025-03-23,SKU03075,home,1936.51,4.28,1853.55,upi,D03650,A03650,P03650,W,79
O015198,C03397,2025-03-21,2025-03-26,SKU03482,fashion,970.72,24.38,734.08,upi,D03397,A03397,P03397,S,79
O015199,C06381,2025-03-21,2025-03-22,SKU03481,home,629.27,5.97,591.71,card,D06381,A06381,P06381,S,79
O015200,C07086,2025-03-21,2025-03-22,SKU00665,fashion,898.38,11.44,795.57,upi,D07086,A07086,P07086,S,79
O015201,C01248,2025-03-21,2025-03-24,SKU03120,fashion,639.1,6.1,600.11,wallet,D01248,A01248,P01248,N,79
O015202,C08967,2025-03-21,2025-03-23,SKU00842,beauty,717.97,23.88,546.5,card,D08967,A08967,P08967,S,79
O015203,C08502,2025-03-21,2025-03-26,SKU02129,electronics,8555.93,15.77,7206.98,card,D08502,A08502,P08502,E,79
O015204,C02212,2025-03-21,2025-03-26,SKU02245,grocery,724.41,19.05,586.38,upi,D02212,A02212,P02212,E,79
O015205,C01040,2025-03-21,2025-03-25,SKU00732,beauty,1341.63,9.53,1213.75,wallet,D01040,A01040,P01040,NE,79
O015206,C00339,2025-03-21,2025-03-25,SKU01339,electronics,10433.82,5.58,9851.37,wallet,D00339,A00339,P00339,E,79
O015207,C03475,2025-03-21,2025-03-23,SKU03712,grocery,2213.91,7.21,2054.26,upi,D03475,A03475,P03475,E,1
O015208,C02139,2025-03-21,2025-03-25,SKU00932,fashion,1231.03,3.1,1192.91,cod,D02139,A02139,P02139,W,79
O015209,C05539,2025-03-21,2025-03-22,SKU03286,home,2943.83,17.51,2428.43,card,D05539,A05539,P05539,W,79
O015210,C01800,2025-03-21,2025-03-22,SKU03191,fashion,2285.11,13.94,1966.67,upi,D01800,A01800,P01800,W,1
O015211,C02393,2025-03-21,2025-03-24,SKU02844,beauty,1395.97,21.31,1098.42,card,D02393,A02393,P02393,N,79
O015212,C03653,2025-03-21,2025-03-25,SKU00724,electronics,37814.59,31.02,26085.24,wallet,D03653,A03653,P03653,S,1
O015213,C08530,2025-03-21,2025-03-23,SKU01211,beauty,6497.98,18.38,5303.34,cod,D08530,A08530,P08530,NE,79
O015214,C09898,2025-03-21,2025-03-24,SKU01374,home,4523.16,16.7,3767.76,card,D09898,A09898,P09898,N,79
O015215,C09569,2025-03-21,2025-03-23,SKU02814,fashion,1035.85,2.73,1007.58,card,D09569,A09569,P09569,W,79
O015216,C04602,2025-03-21,2025-03-24,SKU02599,electronics,25227.18,23.71,19245.59,card,D04602,A04602,P04602,S,79
O015217,C02458,2025-03-21,2025-03-24,SKU03536,home,1504.58,5.6,1420.33,upi,D02458,A02458,P02458,W,79
O015218,C05639,2025-03-21,2025-03-23,SKU00128,home,3937.05,8.97,3583.97,card,D05639,A05639,P05639,S,79
O015219,C06944,2025-03-21,2025-03-23,SKU02678,home,9075.43,15.41,7676.79,cod,D06944,A06944,P06944,W,79
O015220,C00937,2025-03-21,2025-03-24,SKU02598,home,2451.68,6.29,2297.57,card,D00937,A00937,P00937,E,79
O015221,C05267,2025-03-21,2025-03-24,SKU03390,electronics,9333.2,6.37,8738.92,upi,D05267,A05267,P05267,N,79
O015222,C04871,2025-03-21,2025-03-26,SKU03812,electronics,3160.07,28.67,2254.15,wallet,D04871,A04871,P04871,W,79
O015223,C08636,2025-03-21,2025-03-25,SKU02661,fashion,459.32,15.54,387.92,upi,D08636,A08636,P08636,W,79
O015224,C00542,2025-03-21,2025-03-22,SKU02741,home,1351.72,6.8,1259.84,card,D00542,A00542,P00542,N,79
O015225,C07657,2025-03-21,2025-03-22,SKU00360,beauty,1534.03,8.23,1407.84,cod,D07657,A07657,P07657,S,79
O015226,C01887,2025-03-21,2025-03-25,SKU02828,sports,355.84,24.66,268.1,card,D01887,A01887,P01887,N,79
O015227,C03655,2025-03-21,2025-03-26,SKU00876,fashion,1967.67,12.91,1713.65,cod,D03655,A03655,P03655,N,1
O015228,C02116,2025-03-21,2025-03-24,SKU03183,sports,2944.61,10.36,2639.53,upi,D02116,A02116,P02116,S,79
O015229,C02585,2025-03-21,2025-03-22,SKU02148,home,1422.66,29.96,996.46,card,D02585,A02585,P02585,S,1
O015230,C08054,2025-03-21,2025-03-22,SKU00908,fashion,1572.44,15.3,1331.91,upi,D08054,A08054,P08054,N,79
O015231,C01112,2025-03-21,2025-03-23,SKU00181,fashion,1855.34,2.21,1814.43,upi,D01112,A01112,P01112,N,79
O015232,C09292,2025-03-21,2025-03-23,SKU01157,beauty,1307.4,2.05,1280.56,cod,D09292,A09292,P09292,E,20
O015233,C02196,2025-03-21,2025-03-23,SKU00218,home,6191.93,12.68,5406.99,upi,D02196,A02196,P02196,N,79
O015234,C06764,2025-03-21,2025-03-25,SKU02184,sports,814.08,27.44,590.71,card,D06764,A06764,P06764,W,79
O015235,C09225,2025-03-21,2025-03-22,SKU02281,sports,4548.4,10.27,4081.28,card,D09225,A09225,P09225,E,1
O015236,C00769,2025-03-21,2025-03-22,SKU01469,fashion,2668.97,16.63,2225.09,wallet,D00769,A00769,P00769,W,79
O015237,C01783,2025-03-21,2025-03-22,SKU00572,fashion,2772.41,9.38,2512.35,upi,D01783,A01783,P01783,E,79
O015238,C06366,2025-03-21,2025-03-23,SKU03048,electronics,5055.86,12.71,4413.12,upi,D06366,A06366,P06366,S,79
O015239,C00012,2025-03-21,2025-03-24,SKU03879,sports,897.58,14.81,764.67,upi,D00012,A00012,P00012,N,79
O015240,C09037,2025-03-21,2025-03-26,SKU00263,electronics,8324.75,22.49,6452.43,card,D09037,A09037,P09037,N,79
O015241,C08204,2025-03-22,2025-03-26,SKU03351,home,1742.25,7.98,1603.3,cod,D08204,A08204,P08204,N,80
O015242,C08267,2025-03-22,2025-03-25,SKU02450,fashion,1331.28,4.5,1271.41,upi,D08267,A08267,P08267,S,1
O015243,C07157,2025-03-22,2025-03-23,SKU01882,grocery,450.85,24.55,340.16,card,D07157,A07157,P07157,W,80
O015244,C05690,2025-03-22,2025-03-24,SKU01711,beauty,628.83,5.01,597.33,card,D05690,A05690,P05690,N,80
O015245,C07178,2025-03-22,2025-03-26,SKU04136,fashion,1530.51,10.91,1363.54,cod,D07178,A07178,P07178,W,1
O015246,C04801,2025-03-22,2025-03-24,SKU00352,home,2384.9,10.68,2130.09,card,D04801,A04801,P04801,E,80
O015247,C07954,2025-03-22,2025-03-24,SKU00601,fashion,2445.16,5.43,2312.5,upi,D07954,A07954,P07954,NE,80
O015248,C08144,2025-03-22,2025-03-26,SKU03411,fashion,4283.09,22.99,3298.58,upi,D08144,A08144,P08144,W,80
O015249,C05593,2025-03-22,2025-03-26,SKU00192,home,3477.77,18.86,2821.83,upi,D05593,A05593,P05593,S,80
O015250,C08573,2025-03-22,2025-03-27,SKU02085,electronics,18440.65,22.3,14328.12,card,D08573,A08573,P08573,E,80
O015251,C02710,2025-03-22,2025-03-23,SKU01891,grocery,698.49,29.91,489.56,card,D02710,A02710,P02710,E,80
O015252,C03716,2025-03-22,2025-03-24,SKU02646,electronics,9300.47,16.34,7780.63,card,D03716,A03716,P03716,E,1
O015253,C07469,2025-03-22,2025-03-27,SKU01520,fashion,1622.49,11.41,1437.43,card,D07469,A07469,P07469,N,80
O015254,C02163,2025-03-22,2025-03-27,SKU01858,electronics,6826.01,8.19,6267.18,card,D02163,A02163,P02163,E,80
O015255,C09336,2025-03-22,2025-03-24,SKU02449,fashion,1696.29,7.56,1568.07,upi,D09336,A09336,P09336,W,80
O015256,C05230,2025-03-22,2025-03-23,SKU04491,home,3988.32,9.38,3614.26,upi,D05230,A05230,P05230,E,80
O015257,C02584,2025-03-22,2025-03-25,SKU01924,sports,1330.78,19.93,1065.58,card,D02584,A02584,P02584,E,80
O015258,C06287,2025-03-22,2025-03-23,SKU00907,electronics,10065.12,7.1,9350.38,card,D06287,A06287,P06287,S,80
O015259,C03770,2025-03-22,2025-03-26,SKU00682,electronics,10715.19,14.51,9160.38,upi,D03770,A03770,P03770,NE,80
O015260,C06477,2025-03-22,2025-03-23,SKU03302,fashion,971.74,5.12,922.01,card,D06477,A06477,P06477,S,80
O015261,C05210,2025-03-22,2025-03-24,SKU02732,electronics,5130.21,17.06,4254.81,upi,D05210,A05210,P05210,W,80
O015262,C05216,2025-03-22,2025-03-26,SKU03347,grocery,614.26,5.72,579.15,card,D05216,A05216,P05216,S,80
O015263,C05131,2025-03-22,2025-03-25,SKU03009,grocery,1634.12,36.42,1038.9,upi,D05131,A05131,P05131,N,1
O015264,C02925,2025-03-22,2025-03-27,SKU02319,fashion,9709.32,9.59,8778.61,upi,D02925,A02925,P02925,N,80
O015265,C05355,2025-03-22,2025-03-27,SKU00373,home,5173.2,29.5,3647.09,upi,D05355,A05355,P05355,S,80
O015266,C03963,2025-03-22,2025-03-27,SKU04400,home,4196.72,17.39,3467.02,upi,D03963,A03963,P03963,S,80
O015267,C05346,2025-03-22,2025-03-23,SKU00906,electronics,30151.69,9.86,27177.81,cod,D05346,A05346,P05346,S,80
O015268,C06450,2025-03-22,2025-03-26,SKU03678,fashion,2017.83,9.87,1818.67,card,D06450,A06450,P06450,W,1
O015269,C03676,2025-03-22,2025-03-23,SKU04363,sports,3476.96,3.23,3364.76,card,D03676,A03676,P03676,S,80
O015270,C06503,2025-03-22,2025-03-25,SKU01160,home,9854.16,6.93,9170.95,card,D06503,A06503,P06503,W,80
O015271,C04269,2025-03-22,2025-03-23,SKU00370,fashion,1292.18,5.12,1226.0,cod,D04269,A04269,P04269,S,77
O015272,C04270,2025-03-22,2025-03-27,SKU01066,fashion,851.29,4.55,812.55,cod,DCO0009,ACO0009,PCO0009,W,80
O015273,C03292,2025-03-22,2025-03-27,SKU03753,sports,1313.95,8.14,1206.96,upi,D03292,A03292,P03292,E,80
O015274,C05497,2025-03-22,2025-03-23,SKU01214,fashion,2356.88,13.61,2036.21,card,D05497,A05497,P05497,S,80
O015275,C08079,2025-03-22,2025-03-25,SKU03731,grocery,3029.32,24.77,2278.96,upi,D08079,A08079,P08079,NE,80
O015276,C03988,2025-03-22,2025-03-26,SKU01333,beauty,1840.89,11.61,1627.19,card,DCO0008,ACO0008,PCO0008,W,80
O015277,C07657,2025-03-22,2025-03-24,SKU01532,grocery,1130.14,1.87,1108.99,upi,D07657,A07657,P07657,S,80
O015278,C07736,2025-03-22,2025-03-24,SKU01655,electronics,12631.03,6.07,11863.72,card,D07736,A07736,P07736,N,80
O015279,C07059,2025-03-22,2025-03-26,SKU02382,electronics,21996.68,23.51,16825.85,upi,D07059,A07059,P07059,S,80
O015280,C06630,2025-03-22,2025-03-26,SKU00946,grocery,1174.38,3.07,1138.32,cod,D06630,A06630,P06630,N,80
O015281,C06833,2025-03-22,2025-03-26,SKU03365,home,2854.62,13.65,4954.66,upi,D06833,A06833,P06833,W,1
O015282,C09418,2025-03-22,2025-03-23,SKU03651,home,1656.44,19.68,1330.49,card,D09418,A09418,P09418,S,80
O015283,C08263,2025-03-22,2025-03-25,SKU00172,sports,1721.42,23.93,1309.46,card,D08263,A08263,P08263,S,1
O015284,C04199,2025-03-22,2025-03-26,SKU00610,fashion,592.16,10.37,530.75,wallet,D04199,A04199,P04199,E,1
O015285,C04977,2025-03-22,2025-03-23,SKU03767,fashion,1433.79,10.2,1287.57,cod,D04977,A04977,P04977,E,80
O015286,C07918,2025-03-22,2025-03-25,SKU02534,fashion,2083.98,23.06,1603.39,upi,D07918,A07918,P07918,E,80
O015287,C03821,2025-03-22,2025-03-25,SKU01338,sports,4157.47,8.44,3806.68,card,D03821,A03821,P03821,W,80
O015288,C04858,2025-03-22,2025-03-25,SKU02687,electronics,42412.17,10.91,37786.93,card,D04858,A04858,P04858,N,80
O015289,C04398,2025-03-22,2025-03-24,SKU01012,electronics,7703.55,12.21,6762.93,card,D04398,A04398,P04398,N,80
O015290,C08561,2025-03-22,2025-03-24,SKU02077,grocery,990.98,11.55,876.53,card,D08561,A08561,P08561,W,80
O015291,C06106,2025-03-22,2025-03-24,SKU01543,beauty,2221.76,19.35,1791.95,upi,D06106,A06106,P06106,N,80
O015292,C04702,2025-03-22,2025-03-25,SKU01611,beauty,1770.9,11.93,1559.71,card,D04702,A04702,P04702,E,80
O015293,C08764,2025-03-22,2025-03-26,SKU03378,fashion,2536.42,28.54,1812.5,upi,D08764,A08764,P08764,S,80
O015294,C08327,2025-03-22,2025-03-26,SKU01634,electronics,23455.84,8.48,21466.93,cod,D08327,A08327,P08327,S,80
O015295,C00744,2025-03-22,2025-03-26,SKU01847,fashion,3011.7,2.06,2949.61,card,D00744,A00744,P00744,W,9
O015296,C02096,2025-03-22,2025-03-23,SKU00926,fashion,492.01,11.56,435.16,upi,D02096,A02096,P02096,S,80
O015297,C05319,2025-03-22,2025-03-26,SKU00690,electronics,8002.14,9.74,7222.4,cod,D05319,A05319,P05319,N,80
O015298,C00193,2025-03-22,2025-03-26,SKU00344,home,3014.42,7.66,2783.39,cod,D00193,A00193,P00193,S,80
O015299,C08185,2025-03-22,2025-03-24,SKU01668,electronics,6851.14,4.04,6574.63,card,D08185,A08185,P08185,N,80
O015300,C08652,2025-03-22,2025-03-25,SKU00503,home,10717.74,11.11,20853.16,wallet,D08652,A08652,P08652,W,80
O015301,C04943,2025-03-22,2025-03-26,SKU02622,fashion,906.54,3.73,872.74,card,D04943,A04943,P04943,N,80
O015302,C09084,2025-03-22,2025-03-26,SKU00008,beauty,707.95,10.61,632.85,upi,D09084,A09084,P09084,W,1
O015303,C08963,2025-03-22,2025-03-25,SKU00400,grocery,406.99,13.68,351.33,cod,D08963,A08963,P08963,N,80
O015304,C04891,2025-03-22,2025-03-27,SKU03519,beauty,1427.76,10.21,1282.05,card,D04891,A04891,P04891,S,80
O015305,C09086,2025-03-22,2025-03-26,SKU01569,beauty,1256.75,14.47,1074.87,upi,D09086,A09086,P09086,E,80
O015306,C03618,2025-03-22,2025-03-26,SKU03753,beauty,722.34,10.08,649.52,wallet,D03618,A03618,P03618,N,80
O015307,C01811,2025-03-22,2025-03-25,SKU00148,fashion,1105.06,13.32,957.89,cod,D01811,A01811,P01811,S,1
O015308,C07057,2025-03-22,2025-03-24,SKU04450,beauty,514.89,21.54,403.98,cod,D07057,A07057,P07057,W,80
O015309,C01459,2025-03-22,2025-03-23,SKU01405,electronics,1798.08,7.07,1670.97,upi,D01459,A01459,P01459,N,80
O015310,C07458,2025-03-22,2025-03-24,SKU00547,grocery,392.77,5.34,371.78,upi,D07458,A07458,P07458,E,80
O015311,C04102,2025-03-22,2025-03-23,SKU03134,sports,3171.16,2.14,3103.28,upi,D04102,A04102,P04102,W,1
O015312,C00285,2025-03-22,2025-03-25,SKU01013,electronics,17217.8,26.03,12735.96,cod,D00285,A00285,P00285,N,80
O015313,C04015,2025-03-22,2025-03-26,SKU01948,fashion,791.54,18.9,641.94,wallet,D04015,A04015,P04015,S,80
O015314,C06862,2025-03-22,2025-03-23,SKU01371,electronics,9176.72,12.72,8009.46,upi,D06862,A06862,P06862,N,80
O015315,C01587,2025-03-22,2025-03-24,SKU02229,beauty,621.42,13.99,534.47,card,D01587,A01587,P01587,N,80
O015316,C07616,2025-03-22,2025-03-25,SKU01166,fashion,1864.27,6.09,1750.75,cod,D07616,A07616,P07616,W,80
O015317,C07563,2025-03-22,2025-03-26,SKU04424,fashion,4364.32,5.57,4121.35,cod,D07563,A07563,P07563,E,1
O015318,C07056,2025-03-22,2025-03-23,SKU04337,fashion,929.93,32.21,630.35,upi,D07056,A07056,P07056,W,80
O015319,C09236,2025-03-22,2025-03-24,SKU04298,beauty,2536.23,10.58,2267.84,card,D09236,A09236,P09236,E,1
O015320,C04200,2025-03-22,2025-03-23,SKU00778,fashion,1428.42,6.58,1334.46,cod,D04200,A04200,P04200,S,80
O015321,C05535,2025-03-22,2025-03-27,SKU04387,sports,2041.51,26.02,1510.27,upi,D05535,A05535,P05535,N,80
O015322,C03152,2025-03-22,2025-03-24,SKU00794,electronics,11343.74,4.04,10884.88,cod,D03152,A03152,P03152,S,41
O015323,C05164,2025-03-22,2025-03-27,SKU03517,grocery,970.11,9.01,882.65,cod,D05164,A05164,P05164,S,80
O015324,C04875,2025-03-22,2025-03-24,SKU03534,home,892.91,12.97,777.11,card,D04875,A04875,P04875,E,1
O015325,C02003,2025-03-22,2025-03-23,SKU02459,fashion,2684.88,15.76,2261.74,cod,D02003,A02003,P02003,NE,80
O015326,C00159,2025-03-22,2025-03-25,SKU04119,beauty,813.07,17.77,668.57,upi,D00159,A00159,P00159,W,1
O015327,C05499,2025-03-22,2025-03-26,SKU02733,electronics,18165.51,5.39,17186.85,card,D05499,A05499,P05499,N,80
O015328,C07864,2025-03-22,2025-03-23,SKU03730,electronics,12124.17,39.99,7276.14,upi,D07864,A07864,P07864,W,80
O015329,C00421,2025-03-22,2025-03-25,SKU02687,electronics,9258.06,4.9,8804.66,wallet,D00421,A00421,P00421,N,80
O015330,C08984,2025-03-22,2025-03-27,SKU01376,grocery,540.41,4.51,516.04,wallet,D08984,A08984,P08984,W,80
O015331,C09841,2025-03-22,2025-03-25,SKU04176,beauty,1231.95,6.61,1150.48,upi,D09841,A09841,P09841,NE,1
O015332,C09063,2025-03-22,2025-03-23,SKU01646,beauty,2079.53,11.13,1848.17,card,D09063,A09063,P09063,NE,80
O015333,C01769,2025-03-22,2025-03-24,SKU02632,fashion,4272.76,12.35,3744.88,upi,D01769,A01769,P01769,N,80
O015334,C03780,2025-03-22,2025-03-25,SKU00985,sports,2217.71,12.03,1950.9,upi,D03780,A03780,P03780,S,80
O015335,C08915,2025-03-22,2025-03-23,SKU01056,grocery,835.3,16.53,697.23,upi,D08915,A08915,P08915,N,80
O015336,C06634,2025-03-22,2025-03-23,SKU02605,fashion,3828.47,6.87,3565.62,wallet,D06634,A06634,P06634,S,80
O015337,C02847,2025-03-22,2025-03-23,SKU04393,grocery,721.79,12.66,630.41,cod,D02847,A02847,P02847,W,80
O015338,C04463,2025-03-22,2025-03-27,SKU02924,home,2343.1,9.18,2127.96,card,D04463,A04463,P04463,N,80
O015339,C07548,2025-03-22,2025-03-23,SKU03836,fashion,2595.24,18.64,2111.41,upi,D07548,A07548,P07548,S,80
O015340,C06799,2025-03-22,2025-03-23,SKU01874,grocery,539.78,12.91,470.09,cod,D06799,A06799,P06799,S,80
O015341,C04515,2025-03-22,2025-03-27,SKU00205,home,1825.6,18.32,1491.17,wallet,D04515,A04515,P04515,E,80
O015342,C07601,2025-03-22,2025-03-24,SKU00550,sports,2708.05,13.39,2345.46,wallet,D07601,A07601,P07601,N,80
O015343,C06340,2025-03-22,2025-03-27,SKU02014,fashion,952.98,17.96,781.83,upi,D06340,A06340,P06340,S,39
O015344,C08075,2025-03-22,2025-03-23,SKU03616,electronics,9261.33,9.55,8376.98,card,D08075,A08075,P08075,W,80
O015345,C02344,2025-03-22,2025-03-24,SKU00215,electronics,6575.5,6.22,6166.2,card,D02344,A02344,P02344,W,80
O015346,C06526,2025-03-22,2025-03-23,SKU03196,sports,3655.59,12.38,3203.2,upi,D06526,A06526,P06526,N,80
O015347,C05998,2025-03-22,2025-03-25,SKU01689,fashion,1479.9,25.11,1108.32,card,D05998,A05998,P05998,W,1
O015348,C00860,2025-03-22,2025-03-25,SKU00987,home,788.56,11.81,695.44,cod,D00860,A00860,P00860,S,80
O015349,C02237,2025-03-22,2025-03-24,SKU01733,beauty,987.08,27.65,714.19,cod,D02237,A02237,P02237,N,80
O015350,C09452,2025-03-22,2025-03-24,SKU02825,sports,5537.67,8.99,5040.05,cod,D09452,A09452,P09452,W,80
O015351,C09042,2025-03-22,2025-03-27,SKU03361,home,6056.32,8.07,5567.86,wallet,D09042,A09042,P09042,E,80
O015352,C03505,2025-03-22,2025-03-23,SKU00454,fashion,1930.35,6.71,1800.73,card,D03505,A03505,P03505,E,80
O015353,C08116,2025-03-22,2025-03-26,SKU01958,home,1806.94,19.2,1460.07,wallet,D08116,A08116,P08116,N,80
O015354,C02051,2025-03-22,2025-03-24,SKU00633,electronics,26744.62,23.18,20544.81,upi,D02051,A02051,P02051,N,80
O015355,C01855,2025-03-22,2025-03-24,SKU03116,fashion,150.0,5.54,141.68,cod,DCO0004,ACO0004,PCO0004,S,80
O015356,C05832,2025-03-22,2025-03-23,SKU02063,sports,2839.21,13.42,2458.18,cod,D05832,A05832,P05832,W,80
O015357,C04792,2025-03-22,2025-03-26,SKU03104,beauty,900.4,9.15,817.97,card,D04792,A04792,P04792,W,80
O015358,C09928,2025-03-22,2025-03-24,SKU01554,beauty,475.74,28.84,338.56,upi,D09928,A09928,P09928,E,80
O015359,C06649,2025-03-22,2025-03-25,SKU00231,fashion,7016.57,2.31,6854.71,card,D06649,A06649,P06649,NE,80
O015360,C01732,2025-03-22,2025-03-26,SKU02757,fashion,9250.68,15.7,7798.78,upi,D01732,A01732,P01732,NE,80
O015361,C00954,2025-03-22,2025-03-24,SKU01450,grocery,2357.47,11.26,2092.04,wallet,D00954,A00954,P00954,W,1
O015362,C06231,2025-03-22,2025-03-24,SKU03513,home,3365.25,5.77,3171.05,upi,D06231,A06231,P06231,W,80
O015363,C06005,2025-03-22,2025-03-24,SKU01173,electronics,19255.62,5.24,18246.78,card,D06005,A06005,P06005,NE,80
O015364,C09139,2025-03-22,2025-03-24,SKU00495,electronics,3412.32,24.41,2579.3,upi,D09139,A09139,P09139,E,80
O015365,C09021,2025-03-22,2025-03-23,SKU00748,fashion,1313.89,2.27,1284.05,upi,DCO0019,ACO0019,PCO0019,S,80
O015366,C02931,2025-03-22,2025-03-26,SKU03745,home,6449.23,6.97,5999.48,upi,D02931,A02931,P02931,E,80
O015367,C00697,2025-03-22,2025-03-25,SKU01209,fashion,2708.75,11.47,2398.16,card,D00697,A00697,P00697,E,80
O015368,C02177,2025-03-22,2025-03-26,SKU01200,home,3153.08,25.94,2335.2,card,D02177,A02177,P02177,W,80
O015369,C06116,2025-03-22,2025-03-24,SKU02327,fashion,1288.7,17.05,1068.92,card,D06116,A06116,P06116,N,80
O015370,C00042,2025-03-22,2025-03-23,SKU03598,electronics,3988.59,5.7,3761.32,upi,D00042,A00042,P00042,E,80
O015371,C00677,2025-03-22,2025-03-24,SKU02408,sports,4934.72,8.24,4528.14,upi,D00677,A00677,P00677,W,80
O015372,C07594,2025-03-22,2025-03-24,SKU02607,home,1673.49,24.41,1264.92,cod,D07594,A07594,P07594,W,80
O015373,C09193,2025-03-22,2025-03-23,SKU03291,fashion,4112.34,13.57,3554.24,cod,D09193,A09193,P09193,W,80
O015374,C04401,2025-03-22,2025-03-24,SKU02547,home,921.39,8.99,838.51,card,D04401,A04401,P04401,S,80
O015375,C02769,2025-03-22,2025-03-23,SKU00945,fashion,1929.82,17.96,1583.19,upi,DCO0006,ACO0006,PCO0006,N,80
O015376,C02460,2025-03-22,2025-03-26,SKU00371,grocery,665.76,34.92,433.26,upi,D02460,A02460,P02460,W,80
O015377,C09253,2025-03-22,2025-03-24,SKU03241,electronics,9517.46,17.67,7836.08,upi,D09253,A09253,P09253,S,80
O015378,C09201,2025-03-22,2025-03-23,SKU03391,home,8006.82,11.3,7101.7,card,D09201,A09201,P09201,S,80
O015379,C07952,2025-03-22,2025-03-26,SKU01866,home,1375.72,3.91,1321.9,upi,D07952,A07952,P07952,N,80
O015380,C06763,2025-03-22,2025-03-26,SKU00728,electronics,11135.66,21.38,8754.67,wallet,D06763,A06763,P06763,N,80
O015381,C02655,2025-03-22,2025-03-27,SKU01573,fashion,1699.55,3.29,1643.67,cod,D02655,A02655,P02655,S,80
O015382,C09713,2025-03-22,2025-03-25,SKU04042,electronics,20023.44,12.61,17497.98,upi,D09713,A09713,P09713,N,80
O015383,C08171,2025-03-22,2025-03-25,SKU01599,grocery,1134.12,16.87,942.83,card,D08171,A08171,P08171,W,80
O015384,C08239,2025-03-22,2025-03-23,SKU01871,home,2184.2,8.86,1990.78,wallet,D08239,A08239,P08239,N,80
O015385,C07430,2025-03-22,2025-03-25,SKU02975,electronics,9252.53,22.53,7168.3,cod,D07430,A07430,P07430,N,80
O015386,C07540,2025-03-22,2025-03-23,SKU03621,electronics,16820.75,5.17,15950.35,upi,D07540,A07540,P07540,NE,80
O015387,C08314,2025-03-22,2025-03-24,SKU03943,grocery,2260.58,16.9,1878.45,wallet,D08314,A08314,P08314,N,80
O015388,C03034,2025-03-22,2025-03-26,SKU03453,home,2720.03,10.23,5158.88,upi,D03034,A03034,P03034,N,80
O015389,C06028,2025-03-22,2025-03-25,SKU02928,home,2573.32,10.09,2313.78,upi,D06028,A06028,P06028,E,80
O015390,C08172,2025-03-22,2025-03-24,SKU02626,home,7332.82,1.45,7226.28,card,D08172,A08172,P08172,W,80
O015391,C06945,2025-03-22,2025-03-23,SKU01443,electronics,5578.43,33.26,3723.24,cod,D06945,A06945,P06945,W,80
O015392,C04866,2025-03-22,2025-03-23,SKU03853,fashion,3949.12,6.73,3683.45,cod,D04866,A04866,P04866,S,80
O015393,C05521,2025-03-22,2025-03-24,SKU00107,home,1976.03,15.11,1677.41,upi,D05521,A05521,P05521,E,80
O015394,C07117,2025-03-22,2025-03-24,SKU02932,fashion,1283.32,4.78,1221.92,upi,D07117,A07117,P07117,N,1
O015395,C09350,2025-03-22,2025-03-25,SKU00285,fashion,1110.98,8.55,1015.95,card,D09350,A09350,P09350,N,80
O015396,C02993,2025-03-22,2025-03-24,SKU01283,fashion,1269.42,14.93,1079.89,upi,D02993,A02993,P02993,N,80
O015397,C04175,2025-03-22,2025-03-25,SKU00774,beauty,951.19,13.4,823.77,upi,D04175,A04175,P04175,S,1
O015398,C06142,2025-03-22,2025-03-26,SKU02133,beauty,793.22,8.69,724.32,wallet,D06142,A06142,P06142,N,80
O015399,C07344,2025-03-22,2025-03-23,SKU00532,fashion,702.41,3.68,676.58,card,D07344,A07344,P07344,N,1
O015400,C03361,2025-03-22,2025-03-25,SKU02338,home,5676.35,25.8,4211.64,upi,D03361,A03361,P03361,N,80
O015401,C06494,2025-03-22,2025-03-26,SKU02264,fashion,5846.58,23.49,4473.29,card,D06494,A06494,P06494,N,1
O015402,C06532,2025-03-22,2025-03-23,SKU01359,electronics,6633.28,7.19,6156.14,upi,D06532,A06532,P06532,W,80
O015403,C00394,2025-03-22,2025-03-25,SKU01046,fashion,1240.97,25.37,926.16,upi,D00394,A00394,P00394,E,1
O015404,C07547,2025-03-22,2025-03-26,SKU01102,home,4443.4,32.67,2991.68,card,D07547,A07547,P07547,W,1
O015405,C00633,2025-03-22,2025-03-27,SKU00880,beauty,929.75,9.68,839.73,cod,D00633,A00633,P00633,E,80
O015406,C09519,2025-03-22,2025-03-24,SKU00462,sports,2860.68,19.12,2313.71,upi,D09519,A09519,P09519,S,80
O015407,C06625,2025-03-22,2025-03-27,SKU01625,home,6325.81,4.8,6022.38,wallet,D06625,A06625,P06625,E,80
O015408,C08310,2025-03-22,2025-03-24,SKU02198,sports,1466.81,2.12,1435.69,card,D08310,A08310,P08310,N,80
O015409,C06309,2025-03-22,2025-03-25,SKU02310,beauty,443.29,15.48,374.65,cod,D06309,A06309,P06309,NE,80
O015410,C00901,2025-03-22,2025-03-23,SKU01419,sports,1261.13,12.77,1100.07,upi,D00901,A00901,P00901,S,80
O015411,C02713,2025-03-22,2025-03-24,SKU03202,home,2051.23,14.39,1756.0,card,D02713,A02713,P02713,S,80
