return_id,order_id,customer_id,return_requested_at,return_reason,return_value
R000922,O009068,C02145,2025-02-21 14:40:35.008167406,damaged,2433.5
R000923,O009073,C07811,2025-02-25 07:00:55.034545784,size_fit,1726.69
R000924,O009077,C07716,2025-02-27 08:38:14.657031110,wrong_item,2454.77
R000925,O009106,C02567,2025-02-21 09:40:58.274165532,size_fit,786.28
R000926,O009119,C04392,2025-02-20 05:07:00.909532916,changed_mind,1781.34
R000927,O009122,C00966,2025-02-21 09:55:41.018996175,size_fit,4643.59
R000928,O009143,C09330,2025-02-21 20:52:29.988719155,changed_mind,2139.51
R000929,O009155,C00394,2025-02-21 10:37:35.202523652,changed_mind,4727.07
R000930,O009160,C03881,2025-02-21 22:44:31.578138794,size_fit,6885.83
R000931,O009172,C02228,2025-02-20 14:22:26.440002793,changed_mind,1112.36
R000932,O009177,C00272,2025-02-26 10:30:08.621945798,changed_mind,2259.65
R000933,O009207,C00521,2025-03-01 05:21:15.289257171,damaged,3579.14
R000934,O009208,C09517,2025-02-21 17:26:10.166217129,wrong_item,9733.9
R000935,O009222,C09346,2025-02-20 23:45:42.540070338,not_as_described,1705.67
R000936,O009223,C03972,2025-02-22 04:39:49.714489897,not_as_described,6325.07
R000937,O009238,C07451,2025-02-22 02:58:22.766272867,not_as_described,1225.68
R000938,O009239,C04085,2025-02-27 03:20:33.768247516,size_fit,1675.91
R000939,O009241,C01900,2025-02-23 19:29:27.114299764,wrong_item,654.33
R000940,O009246,C04463,2025-02-25 22:40:15.059425652,size_fit,1074.48
R000941,O009253,C07326,2025-02-24 02:20:39.650836034,size_fit,735.07
R000942,O009260,C03748,2025-02-21 10:43:33.333023154,changed_mind,1071.93
R000943,O009268,C03180,2025-02-21 23:33:48.958415118,damaged,1966.79
R000944,O009295,C09434,2025-03-07 00:00:00.000000000,changed_mind,6294.75
R000945,O009305,C01674,2025-02-21 18:01:25.958985978,changed_mind,1490.88
R000946,O009309,C06833,2025-02-19 14:30:14.713288704,damaged,7996.36
R000947,O009315,C01228,2025-02-19 23:47:45.877079673,wrong_item,603.46
R000948,O009319,C00186,2025-02-19 20:29:56.734689836,changed_mind,250.17
R000949,O009322,C04709,2025-02-20 04:09:38.713256690,damaged,1691.31
R000950,O009329,C04138,2025-02-26 10:01:47.067189870,not_as_described,1092.36
R000951,O009330,C04381,2025-02-23 18:24:12.843774511,not_as_described,1108.67
R000952,O009332,C08609,2025-02-25 07:16:18.204983803,size_fit,19866.92
R000953,O009335,C06936,2025-02-19 10:24:08.862869019,damaged,154.71
R000954,O009347,C04411,2025-02-24 11:48:27.889152624,not_as_described,1091.89
R000955,O009355,C05781,2025-02-28 00:00:00.000000000,wrong_item,8807.01
R000956,O009356,C09156,2025-02-23 03:32:49.126864477,changed_mind,10508.16
R000957,O009362,C08476,2025-02-24 02:58:30.125805423,size_fit,1208.9
R000958,O009375,C03176,2025-02-25 04:53:20.011569590,wrong_item,4443.66
R000959,O009378,C03528,2025-02-24 06:22:17.653488146,not_as_described,17264.1
R000960,O009385,C07916,2025-02-25 01:06:25.898694861,not_as_described,2637.4
R000961,O009391,C05449,2025-02-21 00:58:41.159927337,not_as_described,9440.27
R000962,O009392,C02750,2025-02-22 01:59:43.293644854,wrong_item,572.66
R000963,O009397,C04968,2025-02-24 09:03:05.078178640,size_fit,1897.0
R000964,O009425,C07822,2025-02-22 14:31:23.108217942,not_as_described,7380.63
R000965,O009437,C00352,2025-02-23 09:14:33.048662409,size_fit,2989.08
R000966,O009444,C08939,2025-02-24 02:55:20.866667523,damaged,408.29
R000967,O009453,C03024,2025-02-21 19:03:40.034288800,damaged,1673.83
R000968,O009456,C00901,2025-02-23 12:59:54.396823603,not_as_described,1819.34
R000969,O009484,C07633,2025-02-25 04:45:01.294783614,damaged,995.59
R000970,O009504,C01983,2025-02-21 09:21:12.633367104,not_as_described,1592.79
R000971,O009513,C02295,2025-02-27 14:55:40.842203354,changed_mind,5397.27
R000972,O009516,C00398,2025-03-06 12:40:27.458676037,wrong_item,7084.93
R000973,O009535,C09852,2025-03-03 15:18:13.375910214,size_fit,2340.59
R000974,O009538,C08365,2025-02-22 03:35:08.500319786,wrong_item,680.54
R000975,O009546,C04440,2025-02-23 12:56:50.988083604,size_fit,6869.58
R000976,O009553,C05168,2025-02-25 22:14:36.396351250,wrong_item,541.22
R000977,O009555,C06466,2025-02-26 10:32:09.180800044,changed_mind,4928.91
R000978,O009564,C05455,2025-02-24 12:36:41.908541616,not_as_described,488.75
R000979,O009565,C06299,2025-02-21 16:14:45.656341173,changed_mind,6343.31
R000980,O009572,C01093,2025-02-24 09:14:06.463914288,size_fit,2244.55
R000981,O009575,C08606,2025-02-24 22:48:00.211788363,size_fit,924.42
R000982,O009588,C04482,2025-02-27 23:58:39.436703770,damaged,3111.61
R000983,O009607,C07493,2025-02-26 08:57:53.086477827,wrong_item,269.73
R000984,O009609,C03875,2025-02-25 23:43:55.239020648,damaged,858.49
R000985,O009630,C04620,2025-02-22 15:03:11.272599572,not_as_described,700.42
R000986,O009635,C01996,2025-02-23 04:41:13.984573232,size_fit,944.33
R000987,O009638,C00883,2025-02-27 10:42:04.765924792,damaged,329.97
R000988,O009655,C04275,2025-02-21 11:28:57.404121837,size_fit,1650.89
R000989,O009657,C01469,2025-02-23 19:17:43.173766298,wrong_item,7295.5
R000990,O009660,C03601,2025-02-23 20:09:23.418060696,size_fit,15052.13
R000991,O009663,C06264,2025-02-25 09:44:20.815616554,damaged,7740.61
R000992,O009670,C06941,2025-02-23 12:03:21.369430270,wrong_item,1645.6
R000993,O009672,C09293,2025-02-27 11:50:44.435134147,size_fit,993.96
R000994,O009682,C02552,2025-02-25 17:06:09.338771761,changed_mind,868.24
R000995,O009687,C08629,2025-02-28 07:23:46.582302973,not_as_described,252.1
R000996,O009695,C03260,2025-02-26 05:38:26.813977306,size_fit,3144.84
R000997,O009698,C05478,2025-02-25 05:12:41.934163680,not_as_described,1388.74
R000998,O009701,C09464,2025-02-22 22:48:45.728197740,damaged,1086.45
R000999,O009708,C09643,2025-02-27 19:07:29.131280889,wrong_item,1646.36
R001000,O009727,C01117,2025-02-26 01:08:50.980817810,damaged,418.12
R001001,O009730,C00722,2025-02-28 12:46:31.549825624,size_fit,14028.54
R001002,O009731,C09294,2025-02-25 13:12:27.039284654,damaged,900.49
R001003,O009737,C09021,2025-02-21 08:14:04.492660012,size_fit,238.66
R001004,O009740,C02007,2025-03-04 00:26:36.773333797,size_fit,22857.03
R001005,O009743,C05046,2025-03-03 18:29:55.107014064,wrong_item,4548.43
R001006,O009756,C07637,2025-02-26 13:18:09.853262244,size_fit,4405.86
R001007,O009780,C08938,2025-02-25 01:02:28.420666209,size_fit,8492.16
R001008,O009797,C03199,2025-02-28 02:00:13.483993298,changed_mind,1031.43
R001009,O009832,C01759,2025-02-24 04:04:10.460014075,not_as_described,2908.4
R001010,O009843,C02101,2025-02-23 08:54:24.188885096,wrong_item,3931.98
R001011,O009844,C07116,2025-03-01 11:25:51.150901767,size_fit,3076.25
R001012,O009867,C00571,2025-02-26 23:24:28.464866060,changed_mind,1075.68
R001013,O009874,C06416,2025-02-26 06:00:08.703412545,not_as_described,5610.75
R001014,O009877,C08058,2025-02-26 15:06:31.413528237,wrong_item,1305.82
R001015,O009892,C07755,2025-02-25 17:50:10.479017569,size_fit,2458.92
R001016,O009901,C01054,2025-02-27 09:54:19.184084323,size_fit,837.66
R001017,O009907,C03657,2025-02-25 11:52:11.295923055,size_fit,767.04
R001018,O009915,C04715,2025-03-04 02:55:55.780265535,size_fit,1071.14
R001019,O009920,C03970,2025-03-01 16:53:49.396545661,not_as_described,691.05
R001020,O009921,C07021,2025-02-24 20:41:15.368437309,not_as_described,1298.87
R001021,O009927,C06246,2025-03-04 00:42:28.663261369,changed_mind,2157.47
R001022,O009937,C05021,2025-03-03 01:53:21.541365762,size_fit,490.46
R001023,O009952,C09008,2025-02-23 19:16:25.588758291,wrong_item,10459.6
R001024,O009970,C02572,2025-03-05 08:01:01.748950658,not_as_described,2922.3
R001025,O009973,C07441,2025-03-06 10:40:23.866921873,not_as_described,2497.61
R001026,O009977,C03432,2025-02-24 12:14:30.345410274,wrong_item,9694.26
R001027,O009979,C01576,2025-03-02 01:49:22.233002178,damaged,322.81
R001028,O009987,C05761,2025-03-03 09:01:46.001827282,size_fit,2451.14
R001029,O009989,C08238,2025-02-28 01:20:43.591433143,not_as_described,1414.68
R001030,O010010,C09231,2025-02-26 22:35:00.225103614,wrong_item,326.41
R001031,O010017,C01556,2025-03-03 19:38:39.148100955,damaged,1319.65
R001032,O010047,C03514,2025-02-28 16:54:40.399139210,damaged,1336.22
R001033,O010065,C08662,2025-02-26 20:17:13.667238585,changed_mind,1826.0
R001034,O010092,C04066,2025-02-25 18:43:28.197131869,size_fit,2506.85
R001035,O010093,C09129,2025-03-04 11:20:54.965034898,size_fit,1277.22
R001036,O010099,C08132,2025-03-01 00:18:35.285297436,changed_mind,1166.7
R001037,O010105,C08788,2025-03-06 12:18:23.475091924,wrong_item,1327.15
R001038,O010106,C03228,2025-02-27 15:07:37.753496684,damaged,3137.01
R001039,O010109,C00213,2025-02-27 11:01:46.901964086,size_fit,612.47
R001040,O010110,C01678,2025-02-27 05:40:21.721130709,size_fit,1996.09
R001041,O010125,C08973,2025-02-27 22:28:13.719864727,damaged,1014.73
R001042,O010127,C03855,2025-02-28 04:26:19.477114965,not_as_described,2540.01
R001043,O010151,C01971,2025-02-26 16:34:02.250668913,damaged,6167.2
R001044,O010160,C02091,2025-02-26 03:40:42.022700259,size_fit,1608.8
R001045,O010172,C08793,2025-02-26 01:49:18.138635889,damaged,711.66
R001046,O010175,C00320,2025-03-05 11:05:16.944092487,not_as_described,2508.2
R001047,O010201,C07470,2025-02-25 16:45:51.151156369,size_fit,508.77
R001048,O010208,C06291,2025-02-25 04:39:36.210738452,not_as_described,1871.0
R001049,O010210,C04903,2025-03-01 07:32:27.216073917,wrong_item,4112.04
R001050,O010214,C03695,2025-02-25 15:23:07.191431437,size_fit,908.9
R001051,O010230,C06486,2025-02-28 06:16:04.169649432,size_fit,414.97
R001052,O010236,C08193,2025-02-27 15:16:31.477648670,size_fit,966.5
R001053,O010268,C09666,2025-02-28 21:07:29.236821067,size_fit,1170.79
R001054,O010275,C04092,2025-02-27 22:05:35.986014614,size_fit,1167.45
R001055,O010277,C08223,2025-03-01 21:03:45.762785330,damaged,1139.46
R001056,O010281,C04084,2025-02-26 06:23:00.644301960,size_fit,3702.96
R001057,O010284,C04953,2025-02-27 11:10:45.847050189,not_as_described,1837.8
R001058,O010285,C06992,2025-03-02 17:30:30.420765770,size_fit,6128.68
R001059,O010306,C07085,2025-03-02 21:34:06.784980193,size_fit,2601.35
R001060,O010308,C04364,2025-03-04 20:35:08.537121787,changed_mind,755.27
R001061,O010309,C03990,2025-03-01 01:24:31.717194541,size_fit,8845.07
R001062,O010319,C01666,2025-03-14 00:00:00.000000000,size_fit,7188.44
R001063,O010346,C08042,2025-03-01 02:58:41.903399888,not_as_described,579.81
R001064,O010356,C09592,2025-03-02 00:26:08.132739262,not_as_described,2038.53
R001065,O010362,C01290,2025-02-27 09:45:06.189395842,not_as_described,3413.15
R001066,O010378,C07499,2025-03-01 20:50:31.009954466,wrong_item,1140.46
R001067,O010385,C05817,2025-03-01 15:59:02.111251416,damaged,1601.19
R001068,O010396,C05107,2025-02-27 13:41:08.621674267,wrong_item,364.91
R001069,O010402,C03511,2025-03-03 19:19:35.832106513,size_fit,2804.52
R001070,O010405,C01089,2025-02-27 14:27:34.573625773,not_as_described,5151.04
R001071,O010407,C00527,2025-03-04 20:24:28.052221474,wrong_item,12728.67
R001072,O010434,C08400,2025-02-27 22:25:09.521514879,size_fit,1879.17
R001073,O010437,C09356,2025-02-27 02:42:01.934274096,not_as_described,686.15
R001074,O010462,C00188,2025-03-02 11:49:00.710610934,wrong_item,7412.99
R001075,O010465,C06381,2025-02-28 10:01:35.285203855,not_as_described,11491.06
R001076,O010475,C09161,2025-02-28 22:54:05.043352374,not_as_described,567.31
R001077,O010477,C03116,2025-02-27 16:33:20.814091829,not_as_described,3279.34
R001078,O010483,C02223,2025-03-02 23:29:30.833317932,wrong_item,2125.27
R001079,O010487,C05541,2025-02-28 14:38:29.162357667,size_fit,4272.66
R001080,O010533,C09806,2025-03-02 21:18:19.126277978,changed_mind,1444.83
R001081,O010535,C04545,2025-02-27 04:56:12.369740272,damaged,4588.79
R001082,O010537,C02501,2025-02-27 01:59:53.418961431,damaged,4765.82
R001083,O010550,C02394,2025-02-27 19:14:28.993610299,changed_mind,1171.79
R001084,O010551,C08625,2025-03-01 23:57:07.620134263,size_fit,2924.37
R001085,O010564,C00808,2025-02-27 02:23:04.738802316,size_fit,2698.01
R001086,O010601,C05765,2025-03-01 18:28:40.753514866,damaged,636.41
R001087,O010604,C06990,2025-03-02 22:17:30.049964844,wrong_item,1867.57
R001088,O010607,C08061,2025-02-26 23:15:46.762660742,not_as_described,966.35
R001089,O010620,C01291,2025-03-04 17:47:12.436765317,size_fit,1924.26
R001090,O010647,C09490,2025-02-27 09:21:56.505440217,damaged,4571.58
R001091,O010649,C07398,2025-03-03 09:24:25.865476995,damaged,11094.72
R001092,O010650,C05514,2025-03-03 00:12:51.627796581,wrong_item,4441.79
R001093,O010658,C02980,2025-02-27 16:51:04.334567720,size_fit,12141.72
R001094,O010660,C03475,2025-03-04 08:44:45.638932869,wrong_item,1233.0
R001095,O010665,C09164,2025-03-02 06:36:09.706010716,not_as_described,10029.96
R001096,O010666,C09152,2025-03-05 17:17:50.140844718,not_as_described,2138.39
R001097,O010667,C05360,2025-02-28 13:18:16.474888252,wrong_item,1427.67
R001098,O010682,C07716,2025-03-06 20:58:44.719832222,damaged,5960.11
R001099,O010692,C03704,2025-03-03 04:50:32.225664508,wrong_item,1107.89
R001100,O010693,C01213,2025-03-09 07:05:02.253035533,size_fit,2565.72
R001101,O010705,C03276,2025-02-28 15:55:26.557661406,size_fit,1161.35
R001102,O010750,C05718,2025-03-04 14:02:41.947568462,not_as_described,1025.93
R001103,O010760,C02063,2025-03-12 12:28:36.243316484,changed_mind,2599.56
R001104,O010798,C08115,2025-02-28 19:22:01.835051070,size_fit,998.39
R001105,O010818,C01873,2025-03-03 06:13:20.892833497,changed_mind,2257.02
R001106,O010821,C03257,2025-03-03 06:22:33.556042585,wrong_item,1327.12
R001107,O010826,C07288,2025-03-03 01:04:05.465791660,size_fit,2783.79
R001108,O010831,C02999,2025-02-27 14:20:09.802156120,not_as_described,292.11
R001109,O010843,C04264,2025-03-02 20:01:27.321994650,wrong_item,556.25
R001110,O010850,C01373,2025-03-06 06:54:45.162143550,not_as_described,388.87
R001111,O010851,C00797,2025-03-07 08:11:34.445487566,damaged,149.24
R001112,O010886,C08881,2025-03-02 10:47:51.198341276,changed_mind,1659.44
R001113,O010903,C08557,2025-03-03 20:12:32.176547355,changed_mind,1335.39
R001114,O010904,C05461,2025-03-05 07:32:24.083772975,size_fit,1848.89
R001115,O010926,C02319,2025-03-05 02:04:40.905381064,changed_mind,4667.53
R001116,O010931,C08064,2025-03-11 06:32:05.353662418,wrong_item,8974.72
R001117,O010938,C05353,2025-03-07 15:49:38.946142570,size_fit,1525.98
R001118,O010945,C01866,2025-03-03 07:19:53.632978428,size_fit,11591.45
R001119,O010951,C01337,2025-02-28 07:36:01.419074136,damaged,2488.0
R001120,O010964,C02983,2025-03-09 11:10:29.915015725,size_fit,1608.2
R001121,O010966,C03938,2025-03-01 07:59:52.043108175,size_fit,3259.78
R001122,O010976,C06406,2025-03-05 23:39:02.082723418,not_as_described,1750.64
R001123,O010989,C07802,2025-03-03 01:30:37.259327447,not_as_described,1159.23
R001124,O010993,C07020,2025-03-03 07:23:20.046392934,not_as_described,1959.78
R001125,O011014,C07673,2025-03-03 20:27:50.271457917,not_as_described,1543.15
R001126,O011015,C05084,2025-03-02 16:06:32.877272754,changed_mind,2521.22
R001127,O011017,C00243,2025-03-02 19:06:24.633551188,size_fit,28347.37
R001128,O011019,C05988,2025-03-04 18:41:09.759141682,not_as_described,1358.52
R001129,O011035,C02036,2025-02-28 19:17:25.226154211,size_fit,2908.86
R001130,O011036,C01124,2025-03-05 08:35:54.044250763,changed_mind,4992.07
R001131,O011052,C05733,2025-03-05 22:14:59.501383836,size_fit,3995.44
R001132,O011060,C04684,2025-03-05 07:57:44.566800606,changed_mind,2683.46
R001133,O011073,C01100,2025-03-06 04:36:31.329149036,wrong_item,1156.31
R001134,O011075,C05306,2025-03-02 15:57:45.649625940,not_as_described,1487.91
R001135,O011085,C05749,2025-03-14 22:16:29.408064272,not_as_described,1076.79
R001136,O011102,C09297,2025-03-05 11:11:31.902506469,changed_mind,1017.74
R001137,O011118,C02569,2025-03-02 23:22:29.907899421,not_as_described,5587.86
R001138,O011151,C01972,2025-03-03 10:03:19.719774046,wrong_item,939.7
R001139,O011157,C06809,2025-03-05 08:51:33.008529783,wrong_item,1722.72
R001140,O011163,C08970,2025-03-05 00:38:10.633230524,size_fit,4144.68
R001141,O011167,C08287,2025-03-05 02:38:34.879627806,not_as_described,11069.06
R001142,O011172,C09061,2025-03-05 18:25:14.625924819,damaged,1760.67
R001143,O011181,C09383,2025-03-04 09:20:10.789460048,wrong_item,2372.07
R001144,O011198,C00602,2025-03-04 10:02:45.205137700,not_as_described,622.31
R001145,O011199,C01022,2025-03-05 12:11:13.439594706,changed_mind,1363.07
R001146,O011203,C06735,2025-03-04 22:26:59.141010400,changed_mind,3118.99
R001147,O011216,C09704,2025-03-07 18:13:58.628161264,wrong_item,639.39
R001148,O011233,C07333,2025-03-08 16:20:05.606303622,changed_mind,3744.33
R001149,O011247,C08461,2025-03-10 11:02:28.487130597,size_fit,495.31
R001150,O011251,C00135,2025-03-05 07:36:57.745464854,size_fit,6377.98
R001151,O011255,C07001,2025-03-07 10:26:47.906660205,size_fit,19320.25
R001152,O011271,C09296,2025-03-03 08:08:07.898009387,changed_mind,5168.82
R001153,O011277,C06020,2025-03-04 08:18:59.096663053,not_as_described,1245.37
R001154,O011282,C00234,2025-03-03 18:46:09.326264257,size_fit,10456.68
R001155,O011286,C05106,2025-03-05 15:26:42.968308369,damaged,5700.72
R001156,O011314,C05980,2025-03-08 16:24:48.806199032,not_as_described,1686.57
R001157,O011332,C03758,2025-03-21 00:00:00.000000000,size_fit,895.97
R001158,O011334,C03241,2025-03-03 07:10:54.179823482,not_as_described,356.66
R001159,O011339,C09429,2025-03-04 20:10:00.577978111,not_as_described,1067.31
R001160,O011349,C04964,2025-03-06 07:48:17.440252048,wrong_item,11978.16
R001161,O011356,C06308,2025-03-13 05:09:06.616314349,wrong_item,1393.46
R001162,O011395,C01506,2025-03-07 10:21:30.621825057,damaged,1104.74
R001163,O011397,C00131,2025-03-06 11:28:37.278057781,size_fit,4465.53
R001164,O011402,C09967,2025-03-07 01:40:21.932505595,not_as_described,4230.27
R001165,O011417,C01914,2025-03-09 04:10:36.830675110,changed_mind,1185.35
R001166,O011419,C01515,2025-03-03 20:14:20.879435709,changed_mind,444.71
R001167,O011421,C05758,2025-03-08 15:45:39.951030538,not_as_described,26341.67
R001168,O011422,C06955,2025-03-06 22:07:25.465444269,size_fit,2559.64
R001169,O011423,C00064,2025-03-08 23:16:54.957054190,damaged,1648.78
R001170,O011453,C04845,2025-03-16 00:52:22.890448560,wrong_item,5254.48
R001171,O011463,C04470,2025-03-09 02:29:19.939505920,wrong_item,2434.91
R001172,O011466,C00639,2025-03-09 06:44:10.816202842,wrong_item,1370.04
R001173,O011475,C01669,2025-03-05 21:41:32.405366220,wrong_item,588.01
R001174,O011479,C05268,2025-03-10 17:50:50.845538443,not_as_described,492.37
R001175,O011489,C02842,2025-03-13 15:25:40.604955319,not_as_described,4454.43
R001176,O011494,C03524,2025-03-05 05:05:03.443391585,not_as_described,1452.33
R001177,O011496,C03788,2025-03-05 22:00:37.181341386,size_fit,3697.37
R001178,O011501,C01084,2025-03-07 11:15:29.497392504,size_fit,6652.57
R001179,O011513,C02913,2025-03-07 05:04:53.196054232,size_fit,3806.52
R001180,O011518,C08129,2025-03-06 21:50:37.876277781,damaged,1391.98
R001181,O011535,C00527,2025-03-04 05:43:03.739710838,changed_mind,14144.4
R001182,O011552,C04296,2025-03-07 09:24:42.388271913,not_as_described,8491.16
R001183,O011565,C09498,2025-03-03 04:38:23.437074750,not_as_described,1058.4
R001184,O011575,C06899,2025-03-08 09:31:42.354540022,size_fit,403.82
R001185,O011579,C05796,2025-03-07 03:06:15.609710574,damaged,1424.07
R001186,O011583,C02848,2025-03-18 09:42:16.763117166,damaged,2167.68
R001187,O011589,C05828,2025-03-09 15:59:50.784099986,size_fit,3367.29
R001188,O011591,C09860,2025-03-11 22:43:47.698086759,changed_mind,928.56
R001189,O011609,C09303,2025-03-06 12:27:38.961211240,wrong_item,1952.38
R001190,O011617,C03093,2025-03-13 16:03:29.599187979,size_fit,3329.9
R001191,O011624,C07576,2025-03-07 23:14:57.895128301,size_fit,1335.63
R001192,O011627,C03988,2025-03-08 05:46:01.482547342,not_as_described,12307.56
R001193,O011629,C07458,2025-03-12 01:32:44.812982968,damaged,1625.84
R001194,O011634,C02765,2025-03-16 21:29:11.873979985,not_as_described,3741.29
R001195,O011654,C03439,2025-03-15 17:16:36.192625590,wrong_item,8584.52
R001196,O011657,C01831,2025-03-12 15:22:50.869096712,wrong_item,2853.34
R001197,O011664,C02908,2025-03-12 04:23:48.528228667,size_fit,5981.55
R001198,O011670,C02502,2025-03-09 12:07:04.676551802,changed_mind,2783.52
R001199,O011682,C09350,2025-03-05 11:30:40.409328913,not_as_described,1744.66
R001200,O011686,C00809,2025-03-04 15:16:59.290435563,damaged,2550.88
R001201,O011692,C03133,2025-03-15 00:25:37.521781464,not_as_described,2332.64
R001202,O011694,C03907,2025-03-06 18:50:52.591586611,not_as_described,1556.67
R001203,O011725,C01675,2025-03-08 15:03:42.374836818,changed_mind,7424.23
R001204,O011729,C03795,2025-03-09 00:09:58.980380065,damaged,3271.76
R001205,O011735,C04129,2025-03-09 01:19:10.651670212,wrong_item,9514.22
R001206,O011737,C03173,2025-03-06 08:29:30.737357883,changed_mind,307.42
R001207,O011746,C05546,2025-03-06 18:04:28.966004518,size_fit,9588.11
R001208,O011748,C02791,2025-03-06 05:54:43.156518562,changed_mind,2279.54
R001209,O011777,C06724,2025-03-06 07:48:58.634993937,changed_mind,3169.71
R001210,O011794,C09121,2025-03-14 15:59:26.148175540,size_fit,3142.66
R001211,O011807,C03466,2025-03-08 05:24:07.191060087,not_as_described,7026.1
R001212,O011819,C04285,2025-03-07 01:58:39.129073237,not_as_described,1140.88
R001213,O011820,C02270,2025-03-13 07:16:27.992952703,changed_mind,917.8
R001214,O011838,C08152,2025-03-13 14:27:25.311374316,changed_mind,3572.71
R001215,O011839,C04903,2025-03-13 07:59:44.375976578,changed_mind,2036.58
R001216,O011841,C07304,2025-03-11 18:38:00.317599512,damaged,4904.19
R001217,O011849,C04226,2025-03-11 13:12:29.680546485,size_fit,1215.2
R001218,O011852,C08678,2025-03-08 02:36:04.695095001,damaged,2403.18
R001219,O011859,C07569,2025-03-08 00:46:27.654473211,damaged,668.57
R001220,O011862,C07007,2025-03-09 20:59:33.179189128,not_as_described,15332.71
R001221,O011871,C05371,2025-03-08 07:21:30.773464966,size_fit,3990.21
R001222,O011885,C05186,2025-03-14 21:10:07.433923180,wrong_item,628.24
R001223,O011886,C07015,2025-03-12 16:44:14.615725545,changed_mind,1934.15
R001224,O011888,C08303,2025-03-10 22:58:37.576039130,changed_mind,9293.79
R001225,O011901,C03905,2025-03-10 17:32:35.291412441,not_as_described,1227.8
R001226,O011908,C06234,2025-03-09 01:00:31.585643654,wrong_item,2305.39
R001227,O011921,C01430,2025-03-16 01:24:28.200071577,size_fit,2203.06
R001228,O011941,C08961,2025-03-13 15:10:06.919542058,damaged,9429.82
R001229,O011952,C01971,2025-03-09 11:08:13.843073158,wrong_item,1373.44
R001230,O011962,C04492,2025-03-06 19:34:17.840448552,size_fit,471.34
R001231,O011976,C06767,2025-03-10 06:15:09.671525956,changed_mind,1631.26
R001232,O011977,C01887,2025-03-17 05:44:48.127231219,not_as_described,770.45
R001233,O011985,C03392,2025-03-07 15:27:22.173523160,not_as_described,2465.87
R001234,O011997,C03075,2025-03-08 04:40:23.420911756,size_fit,9200.72
R001235,O012002,C01899,2025-03-10 01:12:51.642406666,wrong_item,261.81
R001236,O012005,C03661,2025-03-23 00:00:00.000000000,size_fit,6794.14
R001237,O012029,C05290,2025-03-23 00:00:00.000000000,wrong_item,961.41
R001238,O012038,C02220,2025-03-09 00:58:02.634301981,not_as_described,3813.32
R001239,O012049,C02843,2025-03-09 14:47:37.011268683,not_as_described,2095.31
R001240,O012070,C08188,2025-03-08 00:43:00.543478861,wrong_item,1878.63
R001241,O012078,C05365,2025-03-10 22:19:07.053236842,size_fit,645.5
R001242,O012092,C02292,2025-03-12 01:31:06.663068630,not_as_described,1057.66
R001243,O012098,C00109,2025-03-11 07:24:54.362870002,wrong_item,1273.84
R001244,O012109,C09567,2025-03-07 03:33:55.386887432,not_as_described,2877.2
R001245,O012136,C04221,2025-03-10 11:52:44.171593863,not_as_described,1697.55
R001246,O012139,C02403,2025-03-06 16:53:46.171656391,size_fit,3436.94
R001247,O012154,C05963,2025-03-07 21:07:28.146120812,size_fit,771.61
R001248,O012168,C05345,2025-03-08 19:02:59.554528396,not_as_described,2783.69
R001249,O012205,C04533,2025-03-10 07:31:18.116158861,not_as_described,2406.37
R001250,O012207,C00109,2025-03-15 15:05:06.031699742,changed_mind,1636.89
R001251,O012238,C02623,2025-03-12 07:18:57.044644470,wrong_item,7999.69
R001252,O012245,C05728,2025-03-13 09:31:31.057392644,not_as_described,1414.81
R001253,O012248,C07505,2025-03-14 16:05:48.243075694,damaged,12877.49
R001254,O012257,C07406,2025-03-17 13:58:34.870149508,damaged,2096.59
R001255,O012269,C07057,2025-03-11 14:57:11.628136242,wrong_item,65410.23
R001256,O012272,C07736,2025-03-10 21:21:11.415775712,changed_mind,570.11
R001257,O012282,C06802,2025-03-19 02:31:05.256418692,not_as_described,12096.37
R001258,O012287,C01654,2025-03-09 12:01:24.341202998,damaged,2464.56
R001259,O012298,C06531,2025-03-11 08:30:13.943187270,wrong_item,3416.1
R001260,O012307,C05826,2025-03-12 09:19:59.847654846,damaged,2977.76
R001261,O012311,C02505,2025-03-07 15:46:07.438575280,changed_mind,507.13
R001262,O012312,C04184,2025-03-08 21:35:38.679085078,not_as_described,4024.98
R001263,O012315,C08654,2025-03-08 05:10:41.494824829,size_fit,3020.78
R001264,O012316,C03305,2025-03-08 13:01:32.971697270,wrong_item,488.54
R001265,O012325,C08115,2025-03-09 09:23:42.390546500,size_fit,10658.98
R001266,O012326,C00916,2025-03-08 22:22:26.562034423,not_as_described,4962.47
R001267,O012344,C01322,2025-03-16 05:01:50.488687437,damaged,1780.4
R001268,O012345,C04479,2025-03-09 14:18:16.410182133,changed_mind,1610.91
R001269,O012356,C06349,2025-03-11 14:51:33.678963662,size_fit,3578.65
R001270,O012369,C08737,2025-03-13 03:54:12.358633071,not_as_described,7782.62
R001271,O012378,C01578,2025-03-08 05:57:12.426193443,not_as_described,2893.95
R001272,O012388,C04889,2025-03-11 22:25:52.808398377,wrong_item,3754.69
R001273,O012404,C09160,2025-03-09 03:49:32.548900472,wrong_item,5422.57
R001274,O012408,C01289,2025-03-13 01:37:04.498371588,not_as_described,1236.98
R001275,O012414,C04979,2025-03-11 23:44:46.016150042,size_fit,2209.0
R001276,O012427,C02294,2025-03-10 17:54:19.078421673,damaged,238.14
R001277,O012429,C06484,2025-03-10 14:56:46.440735489,not_as_described,21173.47
